Source;Target;Weight;Type
bus.Spot@3016fd5e;bus.Spot@35d08e6c;5;Directed
bus.Spot@53d102a2;bus.Spot@6c45ee6e;3;Directed
bus.Spot@6b3e12b5;bus.Spot@5aac4250;1;Directed
bus.Spot@1338fb5;bus.Spot@42463763;8;Directed
bus.Spot@59f63e24;bus.Spot@61f05988;2;Directed
bus.Spot@7ca33c24;bus.Spot@fade1fc;1;Directed
bus.Spot@67c2e933;bus.Spot@41dd05a;4;Directed
bus.Spot@613a8ee1;bus.Spot@178213b;1;Directed
bus.Spot@7103cb56;bus.Spot@1b765a2c;1;Directed
bus.Spot@2e8e8225;bus.Spot@6ebf0f36;1;Directed
bus.Spot@18920cc;bus.Spot@2807bdeb;9;Directed
bus.Spot@72c28d64;bus.Spot@6492fab5;4;Directed
bus.Spot@2c5529ab;bus.Spot@39a8312f;1;Directed
bus.Spot@5f6722d3;bus.Spot@2c532cd8;2;Directed
bus.Spot@294e5088;bus.Spot@51972dc7;1;Directed
bus.Spot@3700ec9c;bus.Spot@2002348;2;Directed
bus.Spot@5911e990;bus.Spot@31000e60;1;Directed
bus.Spot@1d470d0;bus.Spot@24d09c1;3;Directed
bus.Spot@54c62d71;bus.Spot@65045a87;4;Directed
bus.Spot@47f4e407;bus.Spot@2d1dee39;2;Directed
bus.Spot@48d5f34e;bus.Spot@fc258b1;1;Directed
bus.Spot@6ff65192;bus.Spot@2dd80673;1;Directed
bus.Spot@4af0df05;bus.Spot@57ea113a;2;Directed
bus.Spot@acdb094;bus.Spot@674bd420;2;Directed
bus.Spot@2b0f373b;bus.Spot@2ceb80a1;1;Directed
bus.Spot@4b45dcb8;bus.Spot@7216fb24;1;Directed
bus.Spot@2072acb2;bus.Spot@50ecde95;1;Directed
bus.Spot@35a9782c;bus.Spot@70a36a66;2;Directed
bus.Spot@45815ffc;bus.Spot@732f29af;1;Directed
bus.Spot@d3957fe;bus.Spot@6622fc65;1;Directed
bus.Spot@299321e2;bus.Spot@23fb172e;1;Directed
bus.Spot@64ba3208;bus.Spot@158a3b2e;7;Directed
bus.Spot@25a6944c;bus.Spot@5e1fa5b1;1;Directed
bus.Spot@6b00f608;bus.Spot@2f17e30d;5;Directed
bus.Spot@3e821657;bus.Spot@1d131e1b;1;Directed
bus.Spot@71cf1b07;bus.Spot@615091b8;1;Directed
bus.Spot@4fce136b;bus.Spot@4aa83f4f;2;Directed
bus.Spot@43b6123e;bus.Spot@260e86a1;1;Directed
bus.Spot@19648c40;bus.Spot@12bd8a64;1;Directed
bus.Spot@61e94def;bus.Spot@3300f4fd;1;Directed
bus.Spot@ebb6851;bus.Spot@70ab2d48;2;Directed
bus.Spot@5b068087;bus.Spot@6f152006;1;Directed
bus.Spot@3a393455;bus.Spot@13518f37;1;Directed
bus.Spot@7cbc3762;bus.Spot@3a6f2de3;1;Directed
bus.Spot@49872d67;bus.Spot@56303b57;3;Directed
bus.Spot@4b2a01d4;bus.Spot@8692d67;4;Directed
bus.Spot@78f5c518;bus.Spot@2f48b3d2;1;Directed
bus.Spot@34f7234e;bus.Spot@753432a2;1;Directed
bus.Spot@23bff419;bus.Spot@4983159f;1;Directed
bus.Spot@44e3a2b2;bus.Spot@101639ae;2;Directed
bus.Spot@4c550889;bus.Spot@1d2bd371;3;Directed
bus.Spot@44040454;bus.Spot@65fe9e33;2;Directed
bus.Spot@18bc345;bus.Spot@42f8285e;1;Directed
bus.Spot@26bab2f1;bus.Spot@3724af13;2;Directed
bus.Spot@68ead359;bus.Spot@6b53bcc2;1;Directed
bus.Spot@180da663;bus.Spot@a43ce46;1;Directed
bus.Spot@340da44c;bus.Spot@424ebba3;1;Directed
bus.Spot@37052337;bus.Spot@2320fa6f;2;Directed
bus.Spot@7a560583;bus.Spot@4d722ac9;1;Directed
bus.Spot@53f0a4cb;bus.Spot@77a7cf58;1;Directed
bus.Spot@3d97a632;bus.Spot@616fe72b;4;Directed
bus.Spot@37efd131;bus.Spot@7e7b159b;1;Directed
bus.Spot@7e5d9a50;bus.Spot@60957c0f;1;Directed
bus.Spot@293a5f75;bus.Spot@fcb4004;1;Directed
bus.Spot@1dd6d4b7;bus.Spot@56e8b606;2;Directed
bus.Spot@2dd29a59;bus.Spot@784c3487;3;Directed
bus.Spot@53142455;bus.Spot@40dff0b7;1;Directed
bus.Spot@7966baa7;bus.Spot@60975100;8;Directed
bus.Spot@1253e7cb;bus.Spot@2d36e77e;1;Directed
bus.Spot@61c9c3fd;bus.Spot@3b0c9195;1;Directed
bus.Spot@366c4480;bus.Spot@2c7b5824;1;Directed
bus.Spot@302a07d;bus.Spot@5cdd09b1;3;Directed
bus.Spot@8c11eee;bus.Spot@7e8dcdaa;1;Directed
bus.Spot@681a8b4e;bus.Spot@5cbe877d;2;Directed
bus.Spot@5c08c46a;bus.Spot@4cf8b2dc;1;Directed
bus.Spot@708400f6;bus.Spot@5829e4f4;5;Directed
bus.Spot@4218500f;bus.Spot@4bff64c2;4;Directed
bus.Spot@1b2c4efb;bus.Spot@c35172e;1;Directed
bus.Spot@c2db68f;bus.Spot@3cc41abc;1;Directed
bus.Spot@4566d049;bus.Spot@61ce23ac;1;Directed
bus.Spot@3668d4;bus.Spot@1c3b9394;1;Directed
bus.Spot@6f2cfcc2;bus.Spot@7f6f61c8;1;Directed
bus.Spot@4c2cc639;bus.Spot@ccb4b1b;1;Directed
bus.Spot@4097cac;bus.Spot@ec2cc4;1;Directed
bus.Spot@2a5b3fee;bus.Spot@7c1e2a2d;3;Directed
bus.Spot@333dd51e;bus.Spot@52d645b1;1;Directed
bus.Spot@2101b44a;bus.Spot@2cc3ad05;1;Directed
bus.Spot@710b18a6;bus.Spot@119020fb;5;Directed
bus.Spot@3d9f6567;bus.Spot@c055c54;1;Directed
bus.Spot@25e2ab5a;bus.Spot@35e5d0e5;1;Directed
bus.Spot@73173f63;bus.Spot@55562aa9;1;Directed
bus.Spot@655ef322;bus.Spot@7e276594;2;Directed
bus.Spot@3401a114;bus.Spot@5066d65f;1;Directed
bus.Spot@4233e892;bus.Spot@77d2e85;1;Directed
bus.Spot@3ecd267f;bus.Spot@58ffcbd7;1;Directed
bus.Spot@555cf22;bus.Spot@6bb2d00b;1;Directed
bus.Spot@3c9bfddc;bus.Spot@1a9c38eb;1;Directed
bus.Spot@319bc845;bus.Spot@4c5474f5;1;Directed
bus.Spot@2f4205be;bus.Spot@54e22bdd;1;Directed
bus.Spot@3bd418e4;bus.Spot@544820b7;4;Directed
bus.Spot@6b98a075;bus.Spot@2e61d218;1;Directed
bus.Spot@3569fc08;bus.Spot@20b12f8a;4;Directed
bus.Spot@e84a8e1;bus.Spot@2e554a3b;3;Directed
bus.Spot@54a67a45;bus.Spot@7d42c224;1;Directed
bus.Spot@56aaaecd;bus.Spot@522a32b1;2;Directed
bus.Spot@35390ee3;bus.Spot@5e01a982;2;Directed
bus.Spot@5ddea849;bus.Spot@5ee2b6f9;2;Directed
bus.Spot@23d1e5d0;bus.Spot@704f1591;3;Directed
bus.Spot@58fb7731;bus.Spot@13e547a9;1;Directed
bus.Spot@3fb6cf60;bus.Spot@37ddb69a;1;Directed
bus.Spot@349c1daf;bus.Spot@dfddc9a;5;Directed
bus.Spot@4b9df8a;bus.Spot@5e8ac0e1;3;Directed
bus.Spot@aafcffa;bus.Spot@6955cb39;2;Directed
bus.Spot@235a0c16;bus.Spot@2b5f4d54;2;Directed
bus.Spot@5f7b97da;bus.Spot@18b0930f;1;Directed
bus.Spot@6b7906b3;bus.Spot@3a1dd365;1;Directed
bus.Spot@395b56bb;bus.Spot@256f8274;1;Directed
bus.Spot@68044f4;bus.Spot@52d239ba;1;Directed
bus.Spot@315f43d5;bus.Spot@68fa0ba8;1;Directed
bus.Spot@6c5945a7;bus.Spot@2f05be7f;2;Directed
bus.Spot@640f11a1;bus.Spot@5c10f1c3;1;Directed
bus.Spot@7ac2e39b;bus.Spot@78365cfa;1;Directed
bus.Spot@64a8c844;bus.Spot@3f6db3fb;1;Directed
bus.Spot@52de51b6;bus.Spot@18c5069b;1;Directed
bus.Spot@3a0d172f;bus.Spot@68ad99fe;3;Directed
bus.Spot@485e36bc;bus.Spot@781f10f2;1;Directed
bus.Spot@2a79d4b1;bus.Spot@2e9fda69;4;Directed
bus.Spot@17cdf2d0;bus.Spot@1755e85b;1;Directed
bus.Spot@736d6a5c;bus.Spot@2371aaca;1;Directed
bus.Spot@5b529706;bus.Spot@63fdab07;1;Directed
bus.Spot@7b5a12ae;bus.Spot@5553d0f5;1;Directed
bus.Spot@1af687fe;bus.Spot@14dda234;1;Directed
bus.Spot@3f390d63;bus.Spot@74a6a609;3;Directed
bus.Spot@5a411614;bus.Spot@2374d36a;1;Directed
bus.Spot@54d18072;bus.Spot@1506f20f;3;Directed
bus.Spot@47a5b70d;bus.Spot@424fd310;1;Directed
bus.Spot@1a45193b;bus.Spot@38f116f6;1;Directed
bus.Spot@5286c33a;bus.Spot@6e6d5d29;1;Directed
bus.Spot@5c530d1e;bus.Spot@6c25e6c4;1;Directed
bus.Spot@85e6769;bus.Spot@c5ee75e;1;Directed
bus.Spot@48a12036;bus.Spot@bf1ec20;1;Directed
bus.Spot@70efb718;bus.Spot@b70da4c;1;Directed
bus.Spot@4a11eb84;bus.Spot@4e858e0a;2;Directed
bus.Spot@435fb7b5;bus.Spot@4e70a728;2;Directed
bus.Spot@b7838a9;bus.Spot@696f0212;2;Directed
bus.Spot@5733f295;bus.Spot@1c3146bc;2;Directed
bus.Spot@56c698e3;bus.Spot@47a86fbb;1;Directed
bus.Spot@f478a81;bus.Spot@19553973;1;Directed
bus.Spot@7bb6ab3a;bus.Spot@7fe7c640;5;Directed
bus.Spot@4c4748bf;bus.Spot@7ce97ee5;1;Directed
bus.Spot@32c8e539;bus.Spot@73dce0e6;2;Directed
bus.Spot@5a85c92;bus.Spot@32811494;1;Directed
bus.Spot@4795ded0;bus.Spot@53dacd14;1;Directed
bus.Spot@14d14731;bus.Spot@2eced48b;1;Directed
bus.Spot@47c4ecdc;bus.Spot@42f33b5d;1;Directed
bus.Spot@5c8504fd;bus.Spot@4b7e96a;5;Directed
bus.Spot@6475472c;bus.Spot@3f07b12c;3;Directed
bus.Spot@4bd1f8dd;bus.Spot@7096b474;3;Directed
bus.Spot@3e14c16d;bus.Spot@3c989952;3;Directed
bus.Spot@784b990c;bus.Spot@3d3ba765;1;Directed
bus.Spot@25bc0606;bus.Spot@5d1659ea;1;Directed
bus.Spot@793138bd;bus.Spot@1951b871;1;Directed
bus.Spot@5c18016b;bus.Spot@33aeca0b;1;Directed
bus.Spot@43aaf813;bus.Spot@57ac5227;2;Directed
bus.Spot@4ba302e0;bus.Spot@e98770d;4;Directed
bus.Spot@1ae67cad;bus.Spot@2f6e28bc;1;Directed
bus.Spot@7c098bb3;bus.Spot@31e4bb20;1;Directed
bus.Spot@18cebaa5;bus.Spot@463b4ac8;1;Directed
bus.Spot@765f05af;bus.Spot@62f68dff;1;Directed
bus.Spot@f001896;bus.Spot@13f17eb4;1;Directed
bus.Spot@1d0d6318;bus.Spot@4bc28c33;1;Directed
bus.Spot@4409e975;bus.Spot@5c153b9e;1;Directed
bus.Spot@2a7686a7;bus.Spot@758a34ce;2;Directed
bus.Spot@7ec3394b;bus.Spot@bff34c6;11;Directed
bus.Spot@1522d8a0;bus.Spot@312ab28e;1;Directed
bus.Spot@5644dc81;bus.Spot@246f8b8b;6;Directed
bus.Spot@278bb07e;bus.Spot@4351c8c3;3;Directed
bus.Spot@3381b4fc;bus.Spot@6bea52d4;1;Directed
bus.Spot@11981797;bus.Spot@5c42d2b7;2;Directed
bus.Spot@625abb97;bus.Spot@5b1f29fa;1;Directed
bus.Spot@aeab9a1;bus.Spot@40f70521;1;Directed
bus.Spot@774698ab;bus.Spot@55342f40;1;Directed
bus.Spot@a4ca3f6;bus.Spot@72ea6193;1;Directed
bus.Spot@31aa3ca5;bus.Spot@45905bff;1;Directed
bus.Spot@2a2c13a8;bus.Spot@b6b1987;1;Directed
bus.Spot@6b44435b;bus.Spot@2ccca26f;1;Directed
bus.Spot@66b7550d;bus.Spot@3543df7d;5;Directed
bus.Spot@7c541c15;bus.Spot@3542162a;4;Directed
bus.Spot@698122b2;bus.Spot@4212a0c8;3;Directed
bus.Spot@1e7aa82b;bus.Spot@3b2c0e88;1;Directed
bus.Spot@5bd82fed;bus.Spot@c1bd0be;1;Directed
bus.Spot@476b0ae6;bus.Spot@1c6804cd;1;Directed
bus.Spot@655f7ea;bus.Spot@549949be;1;Directed
bus.Spot@4b3a45f1;bus.Spot@17a87e37;2;Directed
bus.Spot@3eeb318f;bus.Spot@20a14b55;1;Directed
bus.Spot@39ad977d;bus.Spot@6da00fb9;5;Directed
bus.Spot@a202ccb;bus.Spot@20f12539;5;Directed
bus.Spot@75b25825;bus.Spot@18025ced;1;Directed
bus.Spot@13cf7d52;bus.Spot@3a3e4aff;2;Directed
bus.Spot@5d2a4eed;bus.Spot@57459491;1;Directed
bus.Spot@3f0846c6;bus.Spot@77a98a6a;4;Directed
bus.Spot@78fbff54;bus.Spot@3e10dc6;1;Directed
bus.Spot@7e22550a;bus.Spot@45e37a7e;2;Directed
bus.Spot@62452cc9;bus.Spot@6941827a;5;Directed
bus.Spot@5a7005d;bus.Spot@5bc9ba1d;1;Directed
bus.Spot@1021f6c9;bus.Spot@7516e4e5;1;Directed
bus.Spot@488eb7f2;bus.Spot@5e81e5ac;1;Directed
bus.Spot@4189d70b;bus.Spot@3fa2213;3;Directed
bus.Spot@3e7634b9;bus.Spot@6f0b0a5e;6;Directed
bus.Spot@6035b93b;bus.Spot@320de594;2;Directed
bus.Spot@3dd1dc90;bus.Spot@abf688e;2;Directed
bus.Spot@478ee483;bus.Spot@1a7288a3;1;Directed
bus.Spot@2974f221;bus.Spot@58fe0499;5;Directed
bus.Spot@686449f9;bus.Spot@665df3c6;3;Directed
bus.Spot@68b6f0d6;bus.Spot@4044fb95;2;Directed
bus.Spot@aa549e5;bus.Spot@36f48b4;2;Directed
bus.Spot@5c00384f;bus.Spot@3b7ff809;4;Directed
bus.Spot@1bb564e2;bus.Spot@62e6b5c8;6;Directed
bus.Spot@3f792b9b;bus.Spot@7b8233cd;5;Directed
bus.Spot@4b20ca2b;bus.Spot@1cbf6e72;1;Directed
bus.Spot@6aecbb8d;bus.Spot@1af146;2;Directed
bus.Spot@4da602fc;bus.Spot@2a8d39c4;1;Directed
bus.Spot@25b2cfcb;bus.Spot@72758afa;2;Directed
bus.Spot@fb9c7aa;bus.Spot@4c398c80;1;Directed
bus.Spot@7fc6de5b;bus.Spot@21baa903;1;Directed
bus.Spot@607fbe09;bus.Spot@60a2630a;2;Directed
bus.Spot@29df4d43;bus.Spot@5dd91bca;1;Directed
bus.Spot@40cb698e;bus.Spot@3382f8ae;1;Directed
bus.Spot@60641ec8;bus.Spot@75f65e45;1;Directed
bus.Spot@6eeade6c;bus.Spot@4a891c97;1;Directed
bus.Spot@a5bd950;bus.Spot@4d18aa28;1;Directed
bus.Spot@75390459;bus.Spot@7756c3cd;4;Directed
bus.Spot@2313052e;bus.Spot@2bd2b28e;3;Directed
bus.Spot@16746061;bus.Spot@57fd91c9;3;Directed
bus.Spot@6cfcd46d;bus.Spot@52045dbe;1;Directed
bus.Spot@674658f7;bus.Spot@5c8eee0f;1;Directed
bus.Spot@565b064f;bus.Spot@26425897;1;Directed
bus.Spot@73163d48;bus.Spot@58c34bb3;1;Directed
bus.Spot@56a4479a;bus.Spot@62163b39;1;Directed
bus.Spot@20a8a64e;bus.Spot@62f4ff3b;3;Directed
bus.Spot@1698fc68;bus.Spot@4504d271;1;Directed
bus.Spot@207b8649;bus.Spot@65b3a85a;1;Directed
bus.Spot@34997338;bus.Spot@57eda880;2;Directed
bus.Spot@2b5825fa;bus.Spot@53d1b9b3;1;Directed
bus.Spot@2cae1042;bus.Spot@163d04ff;2;Directed
bus.Spot@7c209437;bus.Spot@2262b621;3;Directed
bus.Spot@7e928e2f;bus.Spot@f667fe;12;Directed
bus.Spot@788fcafb;bus.Spot@4febb875;1;Directed
bus.Spot@25e2a451;bus.Spot@1698ee84;3;Directed
bus.Spot@10c626be;bus.Spot@2fc0cc3;1;Directed
bus.Spot@328cf0e1;bus.Spot@63b1d4fa;1;Directed
bus.Spot@42e3ede4;bus.Spot@201b6b6f;2;Directed
bus.Spot@75459c75;bus.Spot@183e8023;1;Directed
bus.Spot@45efc20d;bus.Spot@3e5499cc;3;Directed
bus.Spot@67ab1c47;bus.Spot@b78a709;1;Directed
bus.Spot@30bcf3c1;bus.Spot@2a3c96e3;1;Directed
bus.Spot@15cafec7;bus.Spot@5b444398;4;Directed
bus.Spot@cb191ca;bus.Spot@42f48531;1;Directed
bus.Spot@a776e;bus.Spot@792bbc74;3;Directed
bus.Spot@79145d5a;bus.Spot@1f2f9244;2;Directed
bus.Spot@4c4d27c8;bus.Spot@6821ea29;1;Directed
bus.Spot@338494fa;bus.Spot@505a9d7c;2;Directed
bus.Spot@758c83d8;bus.Spot@129b4fe2;1;Directed
bus.Spot@5af3a0f;bus.Spot@19ae6bb;1;Directed
bus.Spot@10993713;bus.Spot@58359ebd;5;Directed
bus.Spot@24b6b8f6;bus.Spot@72cf2de5;2;Directed
bus.Spot@2bb7bd00;bus.Spot@5f031ebd;5;Directed
bus.Spot@4ee37ca3;bus.Spot@45c8d09f;1;Directed
bus.Spot@53812a9b;bus.Spot@14b030a0;1;Directed
bus.Spot@41e350f1;bus.Spot@422c3c7a;2;Directed
bus.Spot@18230356;bus.Spot@d8305c2;1;Directed
bus.Spot@56bca85b;bus.Spot@75d0911a;2;Directed
bus.Spot@75e91545;bus.Spot@60d1a32f;1;Directed
bus.Spot@531c311e;bus.Spot@22b53226;4;Directed
bus.Spot@1fcb4808;bus.Spot@726e5805;1;Directed
bus.Spot@40c80397;bus.Spot@4b672daa;1;Directed
bus.Spot@ea9b7c6;bus.Spot@e077866;1;Directed
bus.Spot@ed3068a;bus.Spot@7c2b6087;9;Directed
bus.Spot@3fffff43;bus.Spot@a8e6492;3;Directed
bus.Spot@1c7fd41f;bus.Spot@3b77a04f;4;Directed
bus.Spot@7b324585;bus.Spot@2e11485;3;Directed
bus.Spot@60dce7ea;bus.Spot@662f5666;2;Directed
bus.Spot@fd8294b;bus.Spot@5974109;2;Directed
bus.Spot@27305e6;bus.Spot@1ef3efa8;1;Directed
bus.Spot@502f1f4c;bus.Spot@6f8f9349;1;Directed
bus.Spot@75c9e76b;bus.Spot@7446d8d5;1;Directed
bus.Spot@5c3b6c6e;bus.Spot@4fbda97b;1;Directed
bus.Spot@75f5fd58;bus.Spot@37b70343;1;Directed
bus.Spot@306851c7;bus.Spot@12bcd0c0;1;Directed
bus.Spot@4879f0f2;bus.Spot@47db5fa5;1;Directed
bus.Spot@354fc8f0;bus.Spot@41813449;1;Directed
bus.Spot@4678a2eb;bus.Spot@5b43fbf6;1;Directed
bus.Spot@1080b026;bus.Spot@58ebfd03;2;Directed
bus.Spot@5b07730f;bus.Spot@1fdfafd2;2;Directed
bus.Spot@a4b2d8f;bus.Spot@dcfda20;1;Directed
bus.Spot@6d304f9d;bus.Spot@f73dcd6;2;Directed
bus.Spot@5c87bfe2;bus.Spot@2fea7088;1;Directed
bus.Spot@40499e4f;bus.Spot@51cd7ffc;1;Directed
bus.Spot@30d4b288;bus.Spot@4cc6fa2a;3;Directed
bus.Spot@40f1be1b;bus.Spot@7a791b66;1;Directed
bus.Spot@6f2cb653;bus.Spot@14c01636;3;Directed
bus.Spot@590c73d3;bus.Spot@6b9ce1bf;2;Directed
bus.Spot@61884cb1;bus.Spot@75ed9710;1;Directed
bus.Spot@4fc5e095;bus.Spot@435871cb;1;Directed
bus.Spot@609640d5;bus.Spot@79da1ec0;2;Directed
bus.Spot@19fb8826;bus.Spot@192d74fb;4;Directed
bus.Spot@4bef0fe3;bus.Spot@62ea3440;1;Directed
bus.Spot@27953a83;bus.Spot@556d0826;1;Directed
bus.Spot@66ce957f;bus.Spot@55b5f5d2;1;Directed
bus.Spot@5bfa8cc5;bus.Spot@666b83a4;2;Directed
bus.Spot@749c877b;bus.Spot@efde75f;1;Directed
bus.Spot@16ecee1;bus.Spot@3b220bcb;3;Directed
bus.Spot@2b95e48b;bus.Spot@4a3329b9;1;Directed
bus.Spot@3dddefd8;bus.Spot@160ac7fb;1;Directed
bus.Spot@12bfd80d;bus.Spot@41925502;5;Directed
bus.Spot@13e3c1c7;bus.Spot@5316e95f;2;Directed
bus.Spot@3f053c80;bus.Spot@6c6c5427;2;Directed
bus.Spot@618c5d94;bus.Spot@5b40ceb;1;Directed
bus.Spot@13c3c1e1;bus.Spot@1d8062d2;1;Directed
bus.Spot@1e63ec0b;bus.Spot@3b956878;2;Directed
bus.Spot@36546a22;bus.Spot@285c08c8;1;Directed
bus.Spot@295eaa7c;bus.Spot@3918c187;3;Directed
bus.Spot@2c88b9fc;bus.Spot@64dafeed;1;Directed
bus.Spot@388ba540;bus.Spot@47605f2f;2;Directed
bus.Spot@2ece4966;bus.Spot@1dd0e7c4;4;Directed
bus.Spot@7894f09b;bus.Spot@3d484181;2;Directed
bus.Spot@6111ba37;bus.Spot@7be58f16;1;Directed
bus.Spot@242aa8d9;bus.Spot@5b11a194;1;Directed
bus.Spot@37bd68c3;bus.Spot@60f7cc1d;1;Directed
bus.Spot@11eadcba;bus.Spot@4721d212;1;Directed
bus.Spot@1b065145;bus.Spot@45cff11c;1;Directed
bus.Spot@207ea13;bus.Spot@4bff1903;1;Directed
bus.Spot@62dae540;bus.Spot@5827af16;3;Directed
bus.Spot@654d8173;bus.Spot@56c9bbd8;1;Directed
bus.Spot@630cb4a4;bus.Spot@636e8cc;1;Directed
bus.Spot@f79a760;bus.Spot@14f5da2c;1;Directed
bus.Spot@12dae582;bus.Spot@239b0f9d;2;Directed
bus.Spot@619bfe29;bus.Spot@5b057c8c;1;Directed
bus.Spot@1eb6749b;bus.Spot@652a7737;2;Directed
bus.Spot@5b7ea70d;bus.Spot@2bef51f2;4;Directed
bus.Spot@650eab8;bus.Spot@30f5a68a;2;Directed
bus.Spot@1e1d3956;bus.Spot@4f2c9ba6;1;Directed
bus.Spot@4e28bdd1;bus.Spot@53f48368;1;Directed
bus.Spot@24d4d7c9;bus.Spot@f0e995e;3;Directed
bus.Spot@4c37b5b;bus.Spot@73db4768;2;Directed
bus.Spot@71b3bc45;bus.Spot@a8c1f44;1;Directed
bus.Spot@150ab4ed;bus.Spot@3c435123;1;Directed
bus.Spot@50fe837a;bus.Spot@3a62c01e;3;Directed
bus.Spot@7a8fa663;bus.Spot@5ce33a58;1;Directed
bus.Spot@78a287ed;bus.Spot@546ccad7;2;Directed
bus.Spot@5357c287;bus.Spot@1623134f;1;Directed
bus.Spot@7a527389;bus.Spot@485a3466;1;Directed
bus.Spot@25748410;bus.Spot@2b43529a;1;Directed
bus.Spot@4264b240;bus.Spot@5b04476e;1;Directed
bus.Spot@5ad10c1a;bus.Spot@6bb75258;1;Directed
bus.Spot@c260bdc;bus.Spot@75e01201;3;Directed
bus.Spot@2783717b;bus.Spot@76f7d241;1;Directed
bus.Spot@4a335fa8;bus.Spot@3f363cf5;2;Directed
bus.Spot@3829ac1;bus.Spot@4baf352a;3;Directed
bus.Spot@1bb1fde8;bus.Spot@15eebbff;1;Directed
bus.Spot@22d6f11;bus.Spot@30990c1b;5;Directed
bus.Spot@2453f95d;bus.Spot@44828f6b;1;Directed
bus.Spot@2dbe250d;bus.Spot@553f1d75;1;Directed
bus.Spot@6e1d8f9e;bus.Spot@3e34ace1;4;Directed
bus.Spot@62fe6067;bus.Spot@4f071df8;1;Directed
bus.Spot@4de41af9;bus.Spot@56ace400;2;Directed
bus.Spot@47404bea;bus.Spot@305f7627;1;Directed
bus.Spot@5d018107;bus.Spot@6cbcf243;1;Directed
bus.Spot@29e6eb25;bus.Spot@62435e70;2;Directed
bus.Spot@339bf286;bus.Spot@38be305c;1;Directed
bus.Spot@269f4bad;bus.Spot@5ed731d0;1;Directed
bus.Spot@3234f74e;bus.Spot@7bc10d84;1;Directed
bus.Spot@275fe372;bus.Spot@40e10ff8;2;Directed
bus.Spot@557a1e2d;bus.Spot@26a4842b;3;Directed
bus.Spot@7e38a7fe;bus.Spot@366ef90e;1;Directed
bus.Spot@33e01298;bus.Spot@31e75d13;3;Directed
bus.Spot@a5b0b86;bus.Spot@4b3c354a;1;Directed
bus.Spot@78fb9a67;bus.Spot@73ff4fae;1;Directed
bus.Spot@21aa6d6c;bus.Spot@b968a76;1;Directed
bus.Spot@2f9a01c1;bus.Spot@2611b9a3;1;Directed
bus.Spot@54227100;bus.Spot@6b5894c8;1;Directed
bus.Spot@1433046b;bus.Spot@3f446bef;3;Directed
bus.Spot@7829b776;bus.Spot@5778826f;6;Directed
bus.Spot@5b64c4b7;bus.Spot@4763c727;1;Directed
bus.Spot@72445aba;bus.Spot@61bcd567;5;Directed
bus.Spot@1c80e49b;bus.Spot@458342d3;1;Directed
bus.Spot@15c25153;bus.Spot@1252b961;2;Directed
bus.Spot@9ed238c;bus.Spot@56276db8;1;Directed
bus.Spot@51e8e6e6;bus.Spot@56f6d40b;1;Directed
bus.Spot@36676c1a;bus.Spot@5b408dc3;1;Directed
bus.Spot@4d098f9b;bus.Spot@2dbf4cbd;2;Directed
bus.Spot@20b5f2ac;bus.Spot@7fc44dec;1;Directed
bus.Spot@7e3060d8;bus.Spot@293d0107;3;Directed
bus.Spot@2692b61e;bus.Spot@7b64240d;2;Directed
bus.Spot@62fad19;bus.Spot@47dbb1e2;1;Directed
bus.Spot@74cadd41;bus.Spot@2e54db99;1;Directed
bus.Spot@55e8ec2f;bus.Spot@4f2613d1;3;Directed
bus.Spot@6d24ffa1;bus.Spot@65a4798f;1;Directed
bus.Spot@773f7880;bus.Spot@878452d;1;Directed
bus.Spot@426b6a74;bus.Spot@4c51bb7;1;Directed
bus.Spot@83298d7;bus.Spot@42a9e5d1;1;Directed
bus.Spot@5b080f3a;bus.Spot@773cbf4f;1;Directed
bus.Spot@6b54655f;bus.Spot@665e9289;3;Directed
bus.Spot@7d3430a7;bus.Spot@6f603e89;1;Directed
bus.Spot@2756c0a7;bus.Spot@350ec41e;1;Directed
bus.Spot@69637b10;bus.Spot@71984c3;2;Directed
bus.Spot@165b2f7f;bus.Spot@5536379e;1;Directed
bus.Spot@277f7dd3;bus.Spot@6c8bca63;1;Directed
bus.Spot@2364305a;bus.Spot@470a696f;2;Directed
bus.Spot@1bc715b8;bus.Spot@292d1c71;2;Directed
bus.Spot@2b491fee;bus.Spot@3f1c5af9;1;Directed
bus.Spot@1c55f277;bus.Spot@5ddabb18;2;Directed
bus.Spot@3e8f7922;bus.Spot@63192798;2;Directed
bus.Spot@50eca7c6;bus.Spot@58e6d4b8;2;Directed
bus.Spot@1de5f0ef;bus.Spot@376a312c;2;Directed
bus.Spot@28d6290;bus.Spot@6ca0256d;2;Directed
bus.Spot@5ef0d29e;bus.Spot@38f57b3d;1;Directed
bus.Spot@51850751;bus.Spot@3ce3db41;1;Directed
bus.Spot@64df9a61;bus.Spot@77602954;2;Directed
bus.Spot@e260766;bus.Spot@2c3dec30;1;Directed
bus.Spot@34a97744;bus.Spot@4275c20c;1;Directed
bus.Spot@7c56e013;bus.Spot@3fc9dfc5;1;Directed
bus.Spot@40258c2f;bus.Spot@2cac4385;1;Directed
bus.Spot@6731787b;bus.Spot@16f7b4af;1;Directed
bus.Spot@7adf16aa;bus.Spot@34a1d21f;1;Directed
bus.Spot@58bf8650;bus.Spot@73c60324;1;Directed
bus.Spot@71ae31b0;bus.Spot@4ba534b0;2;Directed
bus.Spot@6f0ca692;bus.Spot@2c104774;2;Directed
