Source;Target;Weight;Type
bus.Spot@6aa61224;bus.Spot@30bce90b;3;Directed
bus.Spot@3e6f3f28;bus.Spot@7e19ebf0;1;Directed
bus.Spot@2474f125;bus.Spot@7357a011;1;Directed
bus.Spot@3406472c;bus.Spot@5717c37;1;Directed
bus.Spot@68f4865;bus.Spot@4816278d;1;Directed
bus.Spot@4eaf3684;bus.Spot@40317ba2;2;Directed
bus.Spot@3c01cfa1;bus.Spot@45d2ade3;1;Directed
bus.Spot@727eb8cb;bus.Spot@39d9314d;1;Directed
bus.Spot@b978d10;bus.Spot@5b7a8434;5;Directed
bus.Spot@5c45d770;bus.Spot@2ce6c6ec;6;Directed
bus.Spot@1bae316d;bus.Spot@147a5d08;4;Directed
bus.Spot@6676f6a0;bus.Spot@7cbd9d24;1;Directed
bus.Spot@1672fe87;bus.Spot@5026735c;1;Directed
bus.Spot@1b45c0e;bus.Spot@11f0a5a1;3;Directed
bus.Spot@10f7f7de;bus.Spot@73a8da0f;4;Directed
bus.Spot@50dfbc58;bus.Spot@4416d64f;2;Directed
bus.Spot@6bf08014;bus.Spot@5e3d57c7;1;Directed
bus.Spot@732d0d24;bus.Spot@1fb19a0;1;Directed
bus.Spot@6ee4d9ab;bus.Spot@5a5338df;1;Directed
bus.Spot@418c5a9c;bus.Spot@18e36d14;4;Directed
bus.Spot@5082d622;bus.Spot@13d4992d;5;Directed
bus.Spot@302f7971;bus.Spot@332729ad;2;Directed
bus.Spot@75d2da2d;bus.Spot@4278284b;3;Directed
bus.Spot@9573584;bus.Spot@3370f42;3;Directed
bus.Spot@6057aebb;bus.Spot@63eef88a;2;Directed
bus.Spot@53251a66;bus.Spot@6853425f;1;Directed
bus.Spot@352c1b98;bus.Spot@21129f1f;1;Directed
bus.Spot@5a9f4771;bus.Spot@282cb7c7;1;Directed
bus.Spot@7d898981;bus.Spot@48d61b48;1;Directed
bus.Spot@68d279ec;bus.Spot@258d79be;1;Directed
bus.Spot@14f9390f;bus.Spot@6c0d7c83;1;Directed
bus.Spot@176b75f7;bus.Spot@5965be2d;1;Directed
bus.Spot@409c54f;bus.Spot@3e74829;1;Directed
bus.Spot@4f6f416f;bus.Spot@3b8f0a79;3;Directed
bus.Spot@71e693fa;bus.Spot@48793bef;1;Directed
bus.Spot@7d286fb6;bus.Spot@3eb77ea8;2;Directed
bus.Spot@7b8b43c7;bus.Spot@7aaca91a;1;Directed
bus.Spot@44c73c26;bus.Spot@41005828;1;Directed
bus.Spot@60b4beb4;bus.Spot@7fcf2fc1;1;Directed
bus.Spot@2141a12;bus.Spot@4196c360;2;Directed
bus.Spot@41294f8;bus.Spot@225129c;2;Directed
bus.Spot@20435c40;bus.Spot@573906eb;1;Directed
bus.Spot@479ceda0;bus.Spot@6d07a63d;1;Directed
bus.Spot@571c5681;bus.Spot@488d1cd7;1;Directed
bus.Spot@68dc098b;bus.Spot@38ba6ce3;3;Directed
bus.Spot@d278d2b;bus.Spot@2d6c53fc;2;Directed
bus.Spot@25f4878b;bus.Spot@4e423aa2;2;Directed
bus.Spot@7fbdb894;bus.Spot@3081f72c;2;Directed
bus.Spot@3148f668;bus.Spot@6e005dc9;4;Directed
bus.Spot@7ceb3185;bus.Spot@436c81a3;1;Directed
bus.Spot@3561c410;bus.Spot@59e32960;1;Directed
bus.Spot@7c214cc0;bus.Spot@5b67bb7e;1;Directed
bus.Spot@609db546;bus.Spot@20f5281c;1;Directed
bus.Spot@56c4278e;bus.Spot@301eda63;1;Directed
bus.Spot@3d246ea3;bus.Spot@341814d3;1;Directed
bus.Spot@4397ad89;bus.Spot@59cba5a;1;Directed
bus.Spot@1bd39d3c;bus.Spot@6f19ac19;11;Directed
bus.Spot@119cbf96;bus.Spot@71329995;1;Directed
bus.Spot@768fc0f2;bus.Spot@5454d35e;1;Directed
bus.Spot@20c0a64d;bus.Spot@455b6df1;3;Directed
bus.Spot@4ddbbdf8;bus.Spot@3f67593e;1;Directed
bus.Spot@1ab06251;bus.Spot@41ab013;1;Directed
bus.Spot@14bee915;bus.Spot@1115ec15;1;Directed
bus.Spot@82ea68c;bus.Spot@59e505b2;1;Directed
bus.Spot@3af0a9da;bus.Spot@43b9fd5;1;Directed
bus.Spot@79dc5318;bus.Spot@8e50104;1;Directed
bus.Spot@37e4d7bb;bus.Spot@6f7923a5;2;Directed
bus.Spot@74a6f9c1;bus.Spot@54eb2b70;1;Directed
bus.Spot@45a37759;bus.Spot@63611043;2;Directed
bus.Spot@20ca951f;bus.Spot@2d778add;1;Directed
bus.Spot@73302995;bus.Spot@1838ccb8;3;Directed
bus.Spot@6c2ed0cd;bus.Spot@7d9e8ef7;3;Directed
bus.Spot@f107c50;bus.Spot@51133c06;2;Directed
bus.Spot@4b213651;bus.Spot@4241e0f4;2;Directed
bus.Spot@4ebff610;bus.Spot@60410cd;1;Directed
bus.Spot@44d52de2;bus.Spot@95e33cc;5;Directed
bus.Spot@38604b81;bus.Spot@1e44b638;6;Directed
bus.Spot@7393222f;bus.Spot@babafc2;1;Directed
bus.Spot@31add175;bus.Spot@ae3540e;1;Directed
bus.Spot@600b9d27;bus.Spot@3688eb5b;3;Directed
bus.Spot@69f1a286;bus.Spot@7922d892;1;Directed
bus.Spot@457c9034;bus.Spot@345f69f3;2;Directed
bus.Spot@50de186c;bus.Spot@3f57bcad;1;Directed
bus.Spot@1e8b7643;bus.Spot@51549490;4;Directed
bus.Spot@71e9ebae;bus.Spot@73d983ea;1;Directed
bus.Spot@36a5cabc;bus.Spot@432038ec;1;Directed
bus.Spot@7daa0fbd;bus.Spot@42530531;5;Directed
bus.Spot@5a3bc7ed;bus.Spot@181e731e;2;Directed
bus.Spot@35645047;bus.Spot@6f44a157;1;Directed
bus.Spot@6bc407fd;bus.Spot@291f18;1;Directed
bus.Spot@17d88132;bus.Spot@5ddcc487;1;Directed
bus.Spot@16eccb2e;bus.Spot@5ef5c734;1;Directed
bus.Spot@d771cc9;bus.Spot@36b4091c;5;Directed
bus.Spot@4671115f;bus.Spot@36cda2c2;3;Directed
bus.Spot@3697186;bus.Spot@1583741e;5;Directed
bus.Spot@5b367418;bus.Spot@36060e;4;Directed
bus.Spot@481ba2cf;bus.Spot@46b61c56;1;Directed
bus.Spot@2e48362c;bus.Spot@1efe439d;1;Directed
bus.Spot@be68757;bus.Spot@7d446ed1;2;Directed
bus.Spot@12d2ce03;bus.Spot@7e5c856f;1;Directed
bus.Spot@413f69cc;bus.Spot@1f53a5dc;1;Directed
bus.Spot@1b75c2e3;bus.Spot@1984b1f;1;Directed
bus.Spot@3bd323e9;bus.Spot@39ac0c0a;2;Directed
bus.Spot@c7ba306;bus.Spot@4ff8d125;1;Directed
bus.Spot@6d167f58;bus.Spot@3403e2ac;2;Directed
bus.Spot@65b104b9;bus.Spot@6c4980d3;3;Directed
bus.Spot@327bcebd;bus.Spot@19c65cdc;1;Directed
bus.Spot@74bf1791;bus.Spot@54504ecd;1;Directed
bus.Spot@38b27cdc;bus.Spot@1339e7aa;1;Directed
bus.Spot@1fb669c3;bus.Spot@49c66ade;1;Directed
bus.Spot@6239aba6;bus.Spot@3e6104fc;1;Directed
bus.Spot@12359a82;bus.Spot@68df9280;4;Directed
bus.Spot@479460a6;bus.Spot@7164ca4c;1;Directed
bus.Spot@4f3bbf68;bus.Spot@5be46f9d;2;Directed
bus.Spot@3f91b517;bus.Spot@68702e03;3;Directed
bus.Spot@7a220c9a;bus.Spot@2421cc4;2;Directed
bus.Spot@30c93896;bus.Spot@59a008ba;2;Directed
bus.Spot@338c99c8;bus.Spot@21ba0741;1;Directed
bus.Spot@58ce9668;bus.Spot@172b013;5;Directed
bus.Spot@56673b2c;bus.Spot@2796aeae;12;Directed
bus.Spot@b4711e2;bus.Spot@1fa1cab1;2;Directed
bus.Spot@70f02c32;bus.Spot@62010f5c;1;Directed
bus.Spot@51fadaff;bus.Spot@401f7633;1;Directed
bus.Spot@31ff43be;bus.Spot@5b6ec132;3;Directed
bus.Spot@5c44c582;bus.Spot@67d18ed7;2;Directed
bus.Spot@2c78d320;bus.Spot@132e0cc;2;Directed
bus.Spot@7b205dbd;bus.Spot@106cc338;2;Directed
bus.Spot@7a67e3c6;bus.Spot@6cc558c6;1;Directed
bus.Spot@15713d56;bus.Spot@63f259c3;2;Directed
bus.Spot@26ceffa8;bus.Spot@600b90df;1;Directed
bus.Spot@7c8c9a05;bus.Spot@d41f816;4;Directed
bus.Spot@5c2375a9;bus.Spot@60129b9a;2;Directed
bus.Spot@78d6692f;bus.Spot@7a55af6b;1;Directed
bus.Spot@3d9c13b5;bus.Spot@492691d7;3;Directed
bus.Spot@27216cd;bus.Spot@558bdf1f;1;Directed
bus.Spot@8576fa0;bus.Spot@7582ff54;1;Directed
bus.Spot@67545b57;bus.Spot@6c2c1385;2;Directed
bus.Spot@5f354bcf;bus.Spot@3daf7722;2;Directed
bus.Spot@78641d23;bus.Spot@74589991;1;Directed
bus.Spot@146dfe6;bus.Spot@4716be8b;2;Directed
bus.Spot@1fc32e4f;bus.Spot@2f67b837;5;Directed
bus.Spot@1869fbd2;bus.Spot@6af9fcb2;2;Directed
bus.Spot@6cce16f4;bus.Spot@7efaad5a;1;Directed
bus.Spot@291a7e3c;bus.Spot@ca30bc1;1;Directed
bus.Spot@1046d517;bus.Spot@3b7d3a38;2;Directed
bus.Spot@416c58f5;bus.Spot@5505ae1a;4;Directed
bus.Spot@73cd37c0;bus.Spot@21337f7b;4;Directed
bus.Spot@2bb3058;bus.Spot@7a362b6b;2;Directed
bus.Spot@60df60da;bus.Spot@5a2d131d;1;Directed
bus.Spot@14fc1f0;bus.Spot@4ae9cfc1;3;Directed
bus.Spot@512baff6;bus.Spot@632ceb35;2;Directed
bus.Spot@1c93f6e1;bus.Spot@1800a575;4;Directed
bus.Spot@1458ed9c;bus.Spot@10a9d961;1;Directed
bus.Spot@130e116b;bus.Spot@e383572;2;Directed
bus.Spot@5ddf0d24;bus.Spot@363a52f;4;Directed
bus.Spot@60856961;bus.Spot@2fd953a6;3;Directed
bus.Spot@a4add54;bus.Spot@141e5bef;2;Directed
bus.Spot@5f9be66c;bus.Spot@3abada5a;2;Directed
bus.Spot@66c61024;bus.Spot@61fe30;2;Directed
bus.Spot@c9d0d6;bus.Spot@6ccdb29f;2;Directed
bus.Spot@3adcc812;bus.Spot@35432107;1;Directed
bus.Spot@7b420819;bus.Spot@7a1a14a4;4;Directed
bus.Spot@265adfad;bus.Spot@a3d9978;2;Directed
bus.Spot@61544ae6;bus.Spot@4b41dd5c;2;Directed
bus.Spot@3b96c42e;bus.Spot@5d066c7d;1;Directed
bus.Spot@1e461e41;bus.Spot@5ba88be8;4;Directed
bus.Spot@56928307;bus.Spot@3899782c;3;Directed
bus.Spot@1603cd68;bus.Spot@9ebe38b;1;Directed
bus.Spot@4b23c30a;bus.Spot@38089a5a;1;Directed
bus.Spot@30e868be;bus.Spot@66c92293;3;Directed
bus.Spot@332796d3;bus.Spot@4f0100a7;1;Directed
bus.Spot@3cdf2c61;bus.Spot@13ad5cd3;2;Directed
bus.Spot@1c33c17b;bus.Spot@5bf0fe62;1;Directed
bus.Spot@1e097d59;bus.Spot@673be18f;3;Directed
bus.Spot@6581dc0a;bus.Spot@39de3d36;1;Directed
bus.Spot@6ce86ce1;bus.Spot@54e7df6a;3;Directed
bus.Spot@3fed2870;bus.Spot@77128536;1;Directed
bus.Spot@58326051;bus.Spot@32c4e8b2;1;Directed
bus.Spot@64bce832;bus.Spot@764faa6;1;Directed
bus.Spot@4c1f22f3;bus.Spot@598bd2ba;4;Directed
bus.Spot@5a755cc1;bus.Spot@7ae42ce3;1;Directed
bus.Spot@4f5991f6;bus.Spot@484094a5;1;Directed
bus.Spot@38234a38;bus.Spot@63fbfaeb;2;Directed
bus.Spot@602e0143;bus.Spot@2c07545f;1;Directed
bus.Spot@e57b96d;bus.Spot@32c726ee;2;Directed
bus.Spot@22f31dec;bus.Spot@34c01041;1;Directed
bus.Spot@76f4b65;bus.Spot@c94fd30;8;Directed
bus.Spot@36328d33;bus.Spot@2c4d1ac;4;Directed
bus.Spot@7f0d96f2;bus.Spot@545b995e;3;Directed
bus.Spot@76a2ddf3;bus.Spot@524f3b3a;4;Directed
bus.Spot@41e68d87;bus.Spot@49ff7d8c;1;Directed
bus.Spot@29526c05;bus.Spot@2ef14fe;1;Directed
bus.Spot@77102b91;bus.Spot@45312be2;1;Directed
bus.Spot@7fb95505;bus.Spot@58be6e8;1;Directed
bus.Spot@7331196b;bus.Spot@3f9342d4;1;Directed
bus.Spot@ab7395e;bus.Spot@50d13246;2;Directed
bus.Spot@2bd08376;bus.Spot@e70f13a;1;Directed
bus.Spot@3d3e5463;bus.Spot@64a40280;3;Directed
bus.Spot@4b40f651;bus.Spot@42b02722;7;Directed
bus.Spot@d62fe5b;bus.Spot@49964d75;1;Directed
bus.Spot@528c868;bus.Spot@466276d8;1;Directed
bus.Spot@5ce8d869;bus.Spot@27eedb64;1;Directed
bus.Spot@64c63c79;bus.Spot@31c7528f;1;Directed
bus.Spot@2b76ff4e;bus.Spot@7a1234bf;1;Directed
bus.Spot@2f62ea70;bus.Spot@24ba9639;1;Directed
bus.Spot@38aa816f;bus.Spot@53f6fd09;3;Directed
bus.Spot@6bffbc6d;bus.Spot@1b84f475;1;Directed
bus.Spot@7749bf93;bus.Spot@13330ac6;3;Directed
bus.Spot@539d019;bus.Spot@39a2bb97;1;Directed
bus.Spot@3ad2e17;bus.Spot@8c3619e;1;Directed
bus.Spot@4331d187;bus.Spot@6f63b475;2;Directed
bus.Spot@554e218;bus.Spot@1608bcbd;3;Directed
bus.Spot@5bf8fa12;bus.Spot@29ca3d04;3;Directed
bus.Spot@b2c5e07;bus.Spot@5812f68b;1;Directed
bus.Spot@4426bff1;bus.Spot@3c7c886c;4;Directed
bus.Spot@55493582;bus.Spot@1a20270e;1;Directed
bus.Spot@6b88ca8c;bus.Spot@336f1079;1;Directed
bus.Spot@2f16c6b3;bus.Spot@34158c08;1;Directed
bus.Spot@19e4fcac;bus.Spot@52c3cb31;2;Directed
bus.Spot@4b79ac84;bus.Spot@53941c2f;1;Directed
bus.Spot@6dab9b6d;bus.Spot@21fd5faa;2;Directed
bus.Spot@2766ca9d;bus.Spot@5460cf3a;1;Directed
bus.Spot@65a15628;bus.Spot@2e6a5539;3;Directed
bus.Spot@3fc9504b;bus.Spot@6d025197;1;Directed
bus.Spot@27d4a09;bus.Spot@7e4204e2;2;Directed
bus.Spot@b7c4869;bus.Spot@740d2e78;1;Directed
bus.Spot@1c481ff2;bus.Spot@72437d8d;4;Directed
bus.Spot@1b955cac;bus.Spot@676cf48;2;Directed
bus.Spot@5a1de7fb;bus.Spot@335b5620;1;Directed
bus.Spot@29a0cdb;bus.Spot@32a68f4f;1;Directed
bus.Spot@73194df;bus.Spot@6eb2384f;1;Directed
bus.Spot@3c9c0d96;bus.Spot@3a4621bd;2;Directed
bus.Spot@31dadd46;bus.Spot@4ed5eb72;1;Directed
bus.Spot@12f9af83;bus.Spot@19b93fa8;1;Directed
bus.Spot@7e6ef134;bus.Spot@1f010bf0;5;Directed
bus.Spot@40db2a24;bus.Spot@10cf09e8;1;Directed
bus.Spot@1921ad94;bus.Spot@ee86bcb;1;Directed
bus.Spot@177bea38;bus.Spot@7f132176;3;Directed
bus.Spot@6bca7e0d;bus.Spot@2631f68c;2;Directed
bus.Spot@6ed3f258;bus.Spot@8ad6665;1;Directed
bus.Spot@30af5b6b;bus.Spot@19835e64;1;Directed
bus.Spot@68b32e3e;bus.Spot@bcef303;3;Directed
bus.Spot@41709512;bus.Spot@42039326;1;Directed
bus.Spot@33308786;bus.Spot@4f9a2c08;3;Directed
bus.Spot@a87f8ec;bus.Spot@5443d039;3;Directed
bus.Spot@63787180;bus.Spot@7d1cfb8b;2;Directed
bus.Spot@48e92c5c;bus.Spot@2e1ef60;2;Directed
bus.Spot@22356acd;bus.Spot@386f0da3;1;Directed
bus.Spot@39655d3e;bus.Spot@34f22f9d;3;Directed
bus.Spot@3d1848cc;bus.Spot@7dda48d9;6;Directed
bus.Spot@6e4566f1;bus.Spot@4b6e2263;1;Directed
bus.Spot@344f4dea;bus.Spot@1b7c473a;1;Directed
bus.Spot@5e4bd84a;bus.Spot@648c94da;3;Directed
bus.Spot@2a62b5bc;bus.Spot@53de625d;2;Directed
bus.Spot@535779e4;bus.Spot@53fd0d10;1;Directed
bus.Spot@6c0d9d86;bus.Spot@4ce1d6d0;1;Directed
bus.Spot@24111ef1;bus.Spot@1f3f02ee;1;Directed
bus.Spot@1fde5d22;bus.Spot@5dcb4f5f;1;Directed
bus.Spot@71812481;bus.Spot@16ce702d;3;Directed
bus.Spot@7b94089b;bus.Spot@7ca20101;1;Directed
bus.Spot@47f9738;bus.Spot@6155d082;1;Directed
bus.Spot@3a5ecce3;bus.Spot@561868a0;1;Directed
bus.Spot@2ea6e30c;bus.Spot@6138e79a;1;Directed
bus.Spot@2dcd168a;bus.Spot@388526fb;2;Directed
bus.Spot@21a21c64;bus.Spot@7803bfd;1;Directed
bus.Spot@42bc14c1;bus.Spot@531f4093;1;Directed
bus.Spot@62ef27a8;bus.Spot@6436a7db;1;Directed
bus.Spot@460ebd80;bus.Spot@6f3c660a;3;Directed
bus.Spot@74f5ce22;bus.Spot@25aca718;1;Directed
bus.Spot@16fdec90;bus.Spot@1afdd473;2;Directed
bus.Spot@40238dd0;bus.Spot@7776ab;1;Directed
bus.Spot@79179359;bus.Spot@dbd8e44;1;Directed
bus.Spot@51acdf2e;bus.Spot@6a55299e;1;Directed
bus.Spot@2f1de2d6;bus.Spot@4eb386df;3;Directed
bus.Spot@79517588;bus.Spot@3a0baae5;2;Directed
bus.Spot@7ac0e420;bus.Spot@289710d9;1;Directed
bus.Spot@5a18cd76;bus.Spot@3da30852;1;Directed
bus.Spot@403f0a22;bus.Spot@503ecb24;1;Directed
bus.Spot@4c51cf28;bus.Spot@6995bf68;2;Directed
bus.Spot@5143c662;bus.Spot@77825085;1;Directed
bus.Spot@3568f9d2;bus.Spot@71c27ee8;1;Directed
bus.Spot@3e7dd664;bus.Spot@5b1ebf56;1;Directed
bus.Spot@294a6b8e;bus.Spot@4b1d6571;2;Directed
bus.Spot@1b835480;bus.Spot@3549bca9;10;Directed
bus.Spot@4f25b795;bus.Spot@6fb365ed;3;Directed
bus.Spot@6e950bcf;bus.Spot@16414e40;4;Directed
bus.Spot@74bada02;bus.Spot@525575;1;Directed
bus.Spot@46dffdc3;bus.Spot@5a709816;3;Directed
bus.Spot@78383390;bus.Spot@6ad3381f;3;Directed
bus.Spot@53dbe163;bus.Spot@db57326;2;Directed
bus.Spot@34a875b3;bus.Spot@4748a0f9;2;Directed
bus.Spot@4b14918a;bus.Spot@6d1ef78d;1;Directed
bus.Spot@1a6c1270;bus.Spot@18a136ac;1;Directed
bus.Spot@77d67cf3;bus.Spot@6dee4f1b;2;Directed
bus.Spot@176b3f44;bus.Spot@6ee6f53;1;Directed
bus.Spot@421bba99;bus.Spot@5d12a356;1;Directed
bus.Spot@134d26af;bus.Spot@66ac5762;2;Directed
bus.Spot@797cf65c;bus.Spot@31bcf236;1;Directed
bus.Spot@4b3ed2f0;bus.Spot@4fad9bb2;2;Directed
bus.Spot@517d4a0d;bus.Spot@7862f56;1;Directed
bus.Spot@3a12c404;bus.Spot@1941a8ff;1;Directed
bus.Spot@22d7b4f8;bus.Spot@149dd36b;2;Directed
bus.Spot@38831718;bus.Spot@2c1156a7;5;Directed
bus.Spot@33fe57a9;bus.Spot@4982cc36;1;Directed
bus.Spot@691939c9;bus.Spot@4f1bfe23;1;Directed
bus.Spot@e19bb76;bus.Spot@512535ff;1;Directed
bus.Spot@71529963;bus.Spot@61a88b8c;3;Directed
bus.Spot@22295ec4;bus.Spot@5adb0db3;1;Directed
bus.Spot@3f270e0a;bus.Spot@1a760689;1;Directed
bus.Spot@7241a47d;bus.Spot@70f59913;1;Directed
bus.Spot@77258e59;bus.Spot@5dcd8c7a;3;Directed
bus.Spot@2250b9f2;bus.Spot@7e3181aa;1;Directed
bus.Spot@253d9f73;bus.Spot@142269f2;1;Directed
bus.Spot@331acdad;bus.Spot@41d426b5;3;Directed
bus.Spot@8dbfffb;bus.Spot@f316aeb;1;Directed
bus.Spot@6aa3a905;bus.Spot@a22cb6a;1;Directed
bus.Spot@5dd1c9f2;bus.Spot@59b38691;1;Directed
bus.Spot@2e2ff723;bus.Spot@324a0017;1;Directed
bus.Spot@6187d1f5;bus.Spot@2445445a;1;Directed
bus.Spot@7502291e;bus.Spot@17aad511;6;Directed
bus.Spot@487db668;bus.Spot@46944ca9;1;Directed
bus.Spot@22bac7bc;bus.Spot@63798ca7;2;Directed
bus.Spot@4612b856;bus.Spot@22875539;3;Directed
bus.Spot@5674e1f2;bus.Spot@79c7532f;3;Directed
bus.Spot@2a448449;bus.Spot@32f232a5;1;Directed
bus.Spot@43f82e78;bus.Spot@e54303;1;Directed
bus.Spot@e8df99a;bus.Spot@2dc995f4;5;Directed
bus.Spot@2f40e5db;bus.Spot@517566b;1;Directed
bus.Spot@64b73e7a;bus.Spot@530712d;2;Directed
bus.Spot@2df6226d;bus.Spot@12ed9db6;1;Directed
bus.Spot@4ff4357f;bus.Spot@49cb9cb5;2;Directed
bus.Spot@55322aab;bus.Spot@2b4c1d96;1;Directed
bus.Spot@45fd9a4d;bus.Spot@50468873;2;Directed
bus.Spot@146587a2;bus.Spot@5f0e9815;1;Directed
bus.Spot@76884e4b;bus.Spot@126945f9;2;Directed
bus.Spot@2a898881;bus.Spot@16c63f5;1;Directed
bus.Spot@35229f85;bus.Spot@6d3c5255;1;Directed
bus.Spot@b1712f3;bus.Spot@6986bbaf;1;Directed
bus.Spot@4879dfad;bus.Spot@4758820d;2;Directed
bus.Spot@74eb909f;bus.Spot@28ec166e;4;Directed
bus.Spot@2eee3069;bus.Spot@2da59753;5;Directed
bus.Spot@5629510;bus.Spot@4df5bcb4;2;Directed
bus.Spot@12c7a01b;bus.Spot@13d9b21f;1;Directed
bus.Spot@2826f61;bus.Spot@62727399;1;Directed
bus.Spot@4d9ac0b4;bus.Spot@130dca52;1;Directed
bus.Spot@2654635;bus.Spot@737a135b;2;Directed
bus.Spot@687ef2e0;bus.Spot@15dcfae7;3;Directed
bus.Spot@3da05287;bus.Spot@1e636ea3;2;Directed
bus.Spot@115667d;bus.Spot@736caf7a;1;Directed
bus.Spot@4ce7fffa;bus.Spot@497486b3;10;Directed
bus.Spot@63f8276e;bus.Spot@75f95314;2;Directed
bus.Spot@6127a7e;bus.Spot@6bbe2511;1;Directed
bus.Spot@495fac5f;bus.Spot@76012793;1;Directed
bus.Spot@635572a7;bus.Spot@79d94571;1;Directed
bus.Spot@4dd02341;bus.Spot@3212a8d7;4;Directed
bus.Spot@7a1a3478;bus.Spot@495b0487;3;Directed
bus.Spot@55dfcc6;bus.Spot@222eb8aa;2;Directed
bus.Spot@93cf163;bus.Spot@1852a3ff;1;Directed
bus.Spot@7203c7ff;bus.Spot@25bfcafd;1;Directed
bus.Spot@4b6690c0;bus.Spot@46268f08;1;Directed
bus.Spot@2a76840c;bus.Spot@71454b9d;2;Directed
bus.Spot@eda25e5;bus.Spot@7cf6a5f9;1;Directed
bus.Spot@623e088f;bus.Spot@39fcbef6;2;Directed
bus.Spot@66565121;bus.Spot@2fc6f97f;1;Directed
bus.Spot@3d2ee678;bus.Spot@6179e425;2;Directed
bus.Spot@35f26e72;bus.Spot@2d6764b2;2;Directed
bus.Spot@67304a40;bus.Spot@49c6c24f;4;Directed
bus.Spot@6fe1b4fb;bus.Spot@79351f41;1;Directed
bus.Spot@1c32386d;bus.Spot@6399551e;2;Directed
bus.Spot@13d73fa;bus.Spot@5023bb8b;2;Directed
bus.Spot@5d5f10b2;bus.Spot@74c79fa2;1;Directed
bus.Spot@1e0f9063;bus.Spot@53bd8fca;1;Directed
bus.Spot@7642df8f;bus.Spot@3e30646a;3;Directed
bus.Spot@5cde6747;bus.Spot@63a270c9;1;Directed
bus.Spot@37c7595;bus.Spot@3ed242a4;2;Directed
bus.Spot@1199fe66;bus.Spot@614df0a4;1;Directed
bus.Spot@1fdf1c5;bus.Spot@2d96543c;13;Directed
bus.Spot@73a2e526;bus.Spot@7d64e326;2;Directed
bus.Spot@13f95696;bus.Spot@cd1d761;6;Directed
bus.Spot@68be8808;bus.Spot@32193bea;3;Directed
bus.Spot@6b8d96d9;bus.Spot@69653e16;1;Directed
bus.Spot@758705fa;bus.Spot@ebaa6cb;1;Directed
bus.Spot@906d29b;bus.Spot@49d3c823;1;Directed
bus.Spot@436bc36;bus.Spot@5fe1ce85;1;Directed
bus.Spot@604c5de8;bus.Spot@37091312;1;Directed
bus.Spot@66fdec9;bus.Spot@57abad67;1;Directed
bus.Spot@550a1967;bus.Spot@2a640157;2;Directed
bus.Spot@52851b44;bus.Spot@584f54e6;3;Directed
bus.Spot@5d8bafa9;bus.Spot@576f63f6;1;Directed
bus.Spot@2dca0d64;bus.Spot@f80945f;1;Directed
bus.Spot@ff684e1;bus.Spot@23aa363a;7;Directed
bus.Spot@5ef6ae06;bus.Spot@55dfebeb;1;Directed
bus.Spot@6e35bc3d;bus.Spot@1cdc4c27;1;Directed
bus.Spot@77b14724;bus.Spot@5d9b7a8a;2;Directed
bus.Spot@1e8ce150;bus.Spot@604f2bd2;5;Directed
bus.Spot@1d3ac898;bus.Spot@1b73be9f;1;Directed
bus.Spot@628c4ac0;bus.Spot@7b84fcf8;3;Directed
bus.Spot@30b19518;bus.Spot@363042d7;1;Directed
bus.Spot@366ac49b;bus.Spot@6ad59d92;3;Directed
bus.Spot@56f0cc85;bus.Spot@62e20a76;2;Directed
bus.Spot@2cc44ad;bus.Spot@44b3606b;2;Directed
bus.Spot@1477089c;bus.Spot@663411de;1;Directed
bus.Spot@63dd899;bus.Spot@59d2400d;1;Directed
bus.Spot@75cd8043;bus.Spot@33b1c5c5;2;Directed
bus.Spot@5b202a3a;bus.Spot@10b9db7b;4;Directed
bus.Spot@9ef8eb7;bus.Spot@34cdeda2;12;Directed
bus.Spot@6ee660fb;bus.Spot@305a0c5f;1;Directed
bus.Spot@4535b6d5;bus.Spot@1ecee32c;1;Directed
bus.Spot@4372b9b6;bus.Spot@232a7d73;3;Directed
bus.Spot@4b41e4dd;bus.Spot@22ffa91a;4;Directed
bus.Spot@74960bfa;bus.Spot@42721fe;1;Directed
bus.Spot@40844aab;bus.Spot@1f6c9cd8;4;Directed
bus.Spot@5b619d14;bus.Spot@66746f57;3;Directed
bus.Spot@447a020;bus.Spot@7f36662c;1;Directed
bus.Spot@28e8dde3;bus.Spot@6d23017e;1;Directed
bus.Spot@54dcfa5a;bus.Spot@1817f1eb;1;Directed
bus.Spot@767e20cf;bus.Spot@3a3e78f;1;Directed
bus.Spot@301ec38b;bus.Spot@17a1e4ca;1;Directed
bus.Spot@10ded6a9;bus.Spot@c5dc4a2;1;Directed
bus.Spot@4a194c39;bus.Spot@52066604;3;Directed
bus.Spot@340b9973;bus.Spot@56113384;2;Directed
bus.Spot@5669c5fb;bus.Spot@373ebf74;2;Directed
bus.Spot@5f9678e1;bus.Spot@c4ed84;3;Directed
bus.Spot@189aa67a;bus.Spot@5a9d6f02;1;Directed
bus.Spot@362045c0;bus.Spot@112f364d;3;Directed
bus.Spot@5ccbeb64;bus.Spot@6d9f7a80;2;Directed
bus.Spot@59252cb6;bus.Spot@31d0e481;1;Directed
bus.Spot@3243b914;bus.Spot@241e8ea6;3;Directed
bus.Spot@542e560f;bus.Spot@626c44e7;1;Directed
bus.Spot@4dc8caa7;bus.Spot@1d730606;2;Directed
bus.Spot@3bcbb589;bus.Spot@3b00856b;1;Directed
