name,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
JOÃO DE DEUS,82,0.0226925846,0.0264626444,68140
C. SAÚDE PARANHOS,82,0.0303772094,0.0370776069,29986.2839336103
CAPELA S.RA SAÚDE,82,0.0302005731,0.0368487756,1581
PONTE DA ARRÁBIDA,82,0.0281433922,0.0341990961,0
S.JOÃO BOSCO,82,0.0260134689,0.0339771865,45021.4666666667
HOSP. GAIA,82,0.0282492965,0.0344583443,37724
LOIOS,82,0.0301870179,0.0395679723,0
EZEQUIEL CAMPOS,82,0.0260452818,0.0327458663,31352.0333333333
VALE FORMOSO,82,0.0308868202,0.0387391909,214961.493001168
ALEX. HERCULANO,82,0.0299716638,0.0365873813,55719.5
BR. CAMPINAS,82,0.0271265792,0.0352074416,35424.2619047619
ASSOC. EMP. PORTUGAL,82,0.0309626719,0.0397074336,186210.415873016
FLORES,82,0.023661532,0.0271230839,52617.3476190477
MASCARENHAS,82,0.0301384533,0.0380163686,15783
VILARINHA,82,0.026102655,0.0319088282,22802.2
FLUVIAL,82,0.0296257308,0.0360264252,6210
S. GEMIL (CAMINHO FERRO),82,0.0243736468,0.0283441865,46246.25
RIO TINTO (ESTAÇÃO),82,0.0227663416,0.028210991,47372.2499999993
TRINDADE,82,0.0296285156,0.0397003418,75167.437613264
CAPUCHINHOS,82,0.0249272428,0.0297675696,111220.470512821
C.SAÚDE DE RIO TINTO,82,0.0236045419,0.0273733651,3234
IGREJA DE RAMALDE,82,0.0308886363,0.0391626199,116417.27881922
R.PARTICULAR MONSANTO,82,0.0308922691,0.0387487727,20817.8662495399
EST.S.BENTO,82,0.0301736517,0.0395296271,54052.6350877193
RUA DA LAGOA,82,0.0244709097,0.0287605677,44955
CINTURA INTERNA,82,0.0320331714,0.041380338,45157.9738095239
ALBERTO MACEDO,82,0.0308868202,0.039158066,30738.4166666667
INFANTE SANTO,82,0.0220898451,0.0258462758,46768.1
JARDIM DO MORRO,82,0.0302118279,0.0368798104,119014.9
PESO DA RÉGUA,82,0.0265709035,0.0351500847,15705
CENTRO SAÚDE,82,0.0231662502,0.0272191163,49882
BONJÓIA,82,0.0236326402,0.0274044262,3466
CONDOMINHAS,82,0.0295363394,0.0355814767,18391.85
SANTEGÃOS,82,0.0235772844,0.0273480889,32880.15
OLIVEIRA LOBO,82,0.0220915582,0.0258433434,4734
CAMÉLIAS,82,0.0226974869,0.0264674709,67528.2857142857
S.TA JUSTA,82,0.0228283384,0.026666256,17379
BARROCAS,81,0.0233453813,0.0273480578,17418
BCG,81,0.0317438065,0.0419122039,4755
FRANCOS,81,0.0232551289,0.0270500286,0
LIDADOR-SOEIRO MENDES,81,0.028692106,0.0366310297,49667.7425842132
LAGARTEIRO,81,0.0241893506,0.0281153937,5043
CORGA,81,0.0249964426,0.0291649977,0
ALDOAR JUNTA  FREG.,81,0.0267945187,0.0331243152,22841.2
FLUVIAL (NORTE),81,0.0310731678,0.0400077887,100787.815686275
BOM SUCESSO,81,0.032837438,0.0457458864,111517.573340213
D.DINIS,81,0.0249726663,0.0291439292,46285.25
PASTELEIRA,81,0.0310682674,0.0399866382,15822
GENERAL TORRES,81,0.0290437315,0.0357801956,37763
PR. CID. SALVADOR,81,0.0275303078,0.0361908621,104461.677777778
HOSP. PRELADA,81,0.0330738075,0.0435618892,45196.9738095239
S.ROQUE G. BARROS,81,0.0264945195,0.0321243272,30938
ANTUNES GUIMARÃES,81,0.0278696352,0.0373877952,35463.2619047619
MERCADO DO BOLHÃO,81,0.0335304881,0.0457948458,56934.1666666667
GUEIFÃES (ESC.EB2/3),81,0.0242107689,0.0278037275,52656.3476190477
GANDRA,81,0.0232099202,0.027127392,67567.2857142857
MERCADO DO BOLHÃO,81,0.0301528689,0.0386193078,63240
QUARTEL SRR. PILAR,81,0.0311320941,0.0383906965,119053.9
PEDROUÇOS-BOMBEIROS,81,0.0249560577,0.0291032293,183055.773809524
VIA NORTE (CIRC.),81,0.0255528893,0.0306951013,111259.470512821
FORÇAS ARMADAS,81,0.0241369804,0.0280622129,32919.15
Q.TA DA CONCEICÃO,81,0.0318364544,0.0401769253,180097.415873016
MONSANTO,81,0.0318615559,0.0405840027,20856.8662495399
28 DE JANEIRO,81,0.0308747184,0.0380990909,55758.5
PARQUE CIDADE,81,0.0268054563,0.0331513429,15791.9833333333
REBORDÃOS,81,0.0251737082,0.0323846243,118930.750000002
AV.DA BOAVISTA,81,0.0310750059,0.0423379096,33836.4833333333
ALTO DE SOUTELO,81,0.0225755622,0.0265464009,46807.1
FORNOS,81,0.0290116525,0.0357608196,62056.1
ALTO DE SOUTELO,81,0.0225763042,0.0265446654,6308
SRA.CAMPANHÃ,81,0.0260819197,0.030608621,17688.25
CENTRAL SEIXO,81,0.0237548583,0.0281410515,12664
SILVA PORTO,81,0.0318576915,0.0405773585,215000.493001168
AV.FRANÇA,81,0.0316531773,0.0405996898,1592
HEROISMO,81,0.0311213536,0.0383629302,3160
VALE FORMOSO,81,0.0313114656,0.0386075621,30025.2839336103
LIDADOR/M.MONIZ,81,0.028696808,0.0366417641,19857.0285714286
ESTÁDIO DO DRAGÃO,81,0.0273369066,0.0325825489,52994
HOSP. P. HISPANO,81,0.0319176945,0.0409185061,47806.8333333333
SALGUEIRO MAIA,81,0.028933889,0.0355040441,142960.107692308
SALGUEIRO MAIA,81,0.03205728,0.0426840091,52630
S. JOÃO DE BRITO,81,0.0266951234,0.0360769338,105932.65
S. JOÃO DE BRITO,81,0.0318596236,0.0414161283,148770.695485887
FLORES,81,0.0237145824,0.027949715,77935.3666666666
PAVILHÃO CPN,81,0.0232058191,0.0271234468,68179
LEONARDO COIMBRA,81,0.0233433066,0.0276108993,40158.5000000007
AV.ALIADOS,81,0.0305183866,0.0416656363,72010.9922916266
BOAVISTA BRASÍLIA,81,0.0314031802,0.0397009219,99990.6952380954
BICALHO,81,0.0289400279,0.0355091007,1577
ESCOLA ALEIXO,81,0.0304258852,0.0369808967,18430.85
PALÁCIO,81,0.0312934355,0.0402985867,38924
MOUZINHO  SILVEIRA,81,0.0311069004,0.0421121794,55668.6350877193
PEREIRÓ,81,0.0267336138,0.034227485,31391.0333333333
PADRE AMÉRICO,81,0.0239179263,0.0288279981,124126.714285714
PADRE AMÉRICO,81,0.0239098793,0.0288196259,6308
AV.VASCO DA GAMA,81,0.0250628161,0.0295805481,44994
NOEDA,81,0.0237880699,0.0286033232,0
IGREJA RIO TINTO,81,0.0241599046,0.0280827786,4806
PAULO NOVAIS,81,0.0310664301,0.0423237417,60176.9880952382
R. CONCHAS,81,0.0236985354,0.0279409238,49921
AV. ALIADOS,81,0.0327433445,0.0433067064,0
AV. ALIADOS,81,0.0301168028,0.0378779694,0
AV. ALIADOS,81,0.0288538997,0.0356985758,94935.3456435204
ESCOLAS,81,0.0272801232,0.0377711838,107039.666666667
DR.PORFÍRIO ANDRADE,81,0.0231614837,0.0270666783,38143.2499999995
S.TA CATARINA,81,0.0305112965,0.0374908812,6249
RIBEIRA (INFANTE),80,0.0316605729,0.0419648266,38486.3833333333
D.PEDRO V,80,0.0331078526,0.0458416928,52669
CARVALHIDO,80,0.0341843264,0.046140419,45235.9738095239
ARCO,80,0.0247861097,0.0285291937,52695.3476190477
R.FRANCISCO SANCHES,80,0.0326671632,0.0427434763,3166
CONTUMIL,80,0.0267635771,0.0315475909,17727.25
CENTRO DE SAÚDE SRA HORA,80,0.0256840664,0.0304676308,45033
BOAVISTA (BOM SUCESSO),80,0.0317562666,0.0397450024,1780
PEDROUÇOS (CEMITÉRIO),80,0.0255869078,0.02997038,183094.773809524
CAROLINA MICHAELIS,80,0.0324119776,0.0418663291,14619.9
CONSTITUIÇÃO,80,0.0323050118,0.0403179845,30064.2839336103
5 DE OUTUBRO,80,0.0256018714,0.0300065041,46324.25
PR. D. JOÃO I,80,0.0310719426,0.0409892028,63279
LIDADOR,80,0.0274593163,0.0361966442,47153.2666666667
CONDE FERREIRA,80,0.0238863881,0.0280794081,17457
MTE BURGOS (CIRC.),80,0.0262107504,0.0317080828,111298.470512821
ALEIXO,80,0.0314514359,0.0391406637,6288
MATADOURO,80,0.0242670609,0.0287237785,77974.3666666666
MUSEU C. ELÉCTRICO,80,0.0297836152,0.0369761317,146153.107692308
PALMEIRAS,80,0.03205728,0.0425705565,118224.815686275
PTE.D.MARIA PIA,80,0.0298586639,0.0372424754,62095.1
CAMÕES,80,0.0298841421,0.037257332,37802
HOSPITAL MILITAR,80,0.0324073122,0.0418593673,100029.695238095
ILHÉU,80,0.0271953892,0.033418195,99732
DR. AMÉRICO COSTA,80,0.0230831197,0.0273639375,54731.1
ESCARPA SERRA PILAR,80,0.0321101852,0.0400796254,119092.9
ARROTEIA,80,0.0242558562,0.028717815,49960
BR.CERCO PORTO,80,0.0247732907,0.0288741348,6618
AZENHA DE CIMA,80,0.0329479648,0.0433891669,47845.8333333333
EDP,80,0.0243523475,0.0299099794,1583
S.JOÃO BOSCO,80,0.0328381222,0.0421115894,144652.445485886
FONTE DA MOURA,80,0.0305260711,0.0395657213,58091.8166666667
PROF. MELO ADRIÃO,80,0.0275240574,0.0345207001,22880.2
PALMILHEIRA,80,0.0237428064,0.0278279689,68218
PEDRA VERDE,80,0.0295296983,0.0388942715,71139.7711556417
CAMILO C. BRANCO,80,0.0318338821,0.0398011324,55797.5
PARADA,80,0.0238903711,0.0284440901,40197.5000000007
PADRE IVO TONELLI,80,0.0247238956,0.028823843,32958.15
SERPA PINTO,80,0.0326671632,0.0427434763,6316
PR. DA GALIZA,80,0.0322884655,0.0426070639,79578.2200034398
PR. DA GALIZA,80,0.0322884655,0.0426070639,39392.5533367734
CASTELOS,80,0.0328572023,0.0421304838,0
DR. AFONSO CORDEIRO,80,0.0266653131,0.0316632669,61670.7285714285
EST.S.BENTO,80,0.0296983059,0.0373424312,142412.853724621
BAIRRO ANT. AROSO,80,0.0275298269,0.0345348005,15830.9833333333
TRINDADE,80,0.0338088598,0.0455676633,56675
HOSP. S. JOÃO (METRO),80,0.0254411029,0.0299588082,38741.4166666667
HOSP. S. JOÃO (METRO),80,0.025442335,0.0299650699,40189.75
HOSP. S. JOÃO (METRO),80,0.0254411029,0.0299588082,38741.4166666667
TRINDADE,80,0.0310323114,0.039739171,2166
SOARES CORREIA,80,0.0237937274,0.0277568869,1578
MEDANCELHE,80,0.0237010302,0.0277756592,38182.2499999995
AV.ALIADOS,80,0.0310370633,0.0397485233,0
IGREJA DE RAMALDE,80,0.0270066488,0.0357884307,85945.8166666666
IGREJA RIO TINTO 1,80,0.0247423972,0.028839838,6376
VIA NORTE,80,0.0243175111,0.028954439,14238
CONTINENTE,80,0.032859347,0.0421404232,180136.415873016
PRADO REPOUSO,80,0.0321006729,0.0400562798,4737
GUEIFÃES,80,0.0244800323,0.0301457693,132050.714285714
BR. FALCÃO,80,0.0271644518,0.0328070242,3071
ÁGUAS SANTAS,80,0.0256210677,0.0300227507,1580
BICA VELHA,80,0.0328936383,0.0427421512,20895.8662495399
BICA VELHA,80,0.0328915788,0.0427386902,215039.493001168
MOCIDADE ARRÁBIDA,80,0.0313706756,0.0385345692,18469.85
MIRANTE,80,0.023746026,0.0278309936,67606.2857142857
FONTE VELHA,80,0.0280921909,0.0337155335,53033
VESSADA,79,0.0248400214,0.0295592518,49999
MONTE CAMPANHÃ,79,0.0279106011,0.0340657935,3110
CARVALHIDO,79,0.0243582219,0.0285185126,3154
ROT.AGRA,79,0.0248458955,0.0295622868,78013.3666666666
FONTAINHAS,79,0.0331517281,0.0419918188,119131.9
URB. PRELADA,79,0.026265949,0.0312496734,0
L.GO 1º DEZEMBRO,79,0.030593625,0.0394830022,142451.853724621
CASA DE RAMALDE,79,0.0268877743,0.0351093536,51050.9214285714
CONGOSTAS,79,0.02690338,0.0328245553,111337.470512821
ALAMEDA,79,0.0307566207,0.038921524,62134.1
S. LÁZARO,79,0.0331442974,0.0419743065,6312
HOSPITAL DA PRELADA,79,0.0339519463,0.0444182104,1577
NATÁRIA,79,0.0339948231,0.0455014287,237550.359250708
IGREJA DE ALDOAR,79,0.0282944345,0.03619653,40326.1833333333
PICOUTOS,79,0.0249078363,0.0298419327,15810
MOUTA,79,0.0253894608,0.0293049465,52734.3476190477
VÁRZEA,79,0.0235842712,0.0275696854,0
IGREJA CEDOFEITA,79,0.0334777806,0.0448481719,116264.595238095
ROT. A.E.P.,79,0.0339501519,0.0444192517,223445.249206349
ROT. A.E.P.,79,0.0243390166,0.028357618,65976.1697802197
CASAIS NOVOS,79,0.025340065,0.0296386146,32997.15
CASAIS NOVOS,79,0.0242663136,0.0285340373,38221.2499999996
GNR,79,0.0307746383,0.0389316548,37841
CARTES,79,0.0279442533,0.0351518764,99771
AV.LIDADOR DA MAIA,79,0.0243052343,0.0285816709,68257
C. SAÚDE CAMPANHÃ,79,0.0288903961,0.0349630856,53072
BR.FONTE DA MOURA,79,0.0298230675,0.0372881879,55892.0211556417
BR. FONTE DA MOURA,79,0.0278770298,0.0350114206,30989.0009803921
S. CRISPIM,79,0.0311567127,0.0389254901,186239.2743981
CARVALHA,79,0.0236140246,0.0284974081,54770.1
D.AFONSO HENRIQUES,79,0.0273853586,0.032745721,61709.7285714285
BR.STO.EUGÉNIO (ESCOLA),79,0.026910418,0.0328259285,0
ROD. GONÇALVES LAGE (ESTE),79,0.0244636925,0.0294188197,43746.5000000007
LARGO PINTO CORREIA,79,0.032376022,0.0402783403,18508.85
BATALHA,79,0.0331341093,0.0419549357,200
LUIS WOODHOUSE,79,0.0244530644,0.0288683902,17496
QUINTA AMARELA,79,0.0353720121,0.0493186921,45274.9738095239
LORDELO,79,0.0324513539,0.0410361779,119677.149019608
LOURINHA,79,0.0253540576,0.0296502158,7944
HOSP. S.TA MARIA,79,0.0333636191,0.0422383931,0
GONÇALO SAMPAIO,79,0.0327950724,0.0419211317,1819
C. C. LONDRES,79,0.0263368984,0.031433727,45072
ARRÁBIDASHOPPING,79,0.0328545519,0.0417498928,55836.5
AV.ALIADOS,79,0.0319948029,0.0415090151,17351.0476190476
AV. DO BESSA,79,0.033939916,0.0444050838,144691.445485886
DOMINGOS SEQUEIRA,79,0.0337489574,0.0453119309,4738
AREOSA,79,0.0274626658,0.0325427051,172492.45535048
PR.FILIPA DE LENCASTRE,79,0.0320058488,0.0421113868,223404.278571428
PEGO NEGRO,79,0.0253865088,0.0296863373,8191
DR.CARLOS FELGUEIRAS,79,0.0262636026,0.030942596,46363.25
RAMADA ALTA,79,0.0337489574,0.0453119309,7890
HOSP. S.TA MARIA,79,0.0333636768,0.0422552973,30103.2839336103
RICARDO ALVES,79,0.0260987646,0.0309222538,120863.583333332
SOUTO DE CONTUMIL,79,0.0274818212,0.0325645587,17766.25
CUTAMAS,79,0.0262504789,0.0309113844,183133.773809524
MIRAGAIA,79,0.0326896351,0.0449414719,38525.3833333333
MUSEU VINHO PORTO,79,0.0306847608,0.0386506992,146192.107692308
SANDEMAN CELLARS (CAVES),79,0.0307518416,0.0389069243,0
R. DO MOSTEIRO,79,0.0262781254,0.0309542395,3158
MEILÃO,79,0.0243074835,0.0285837333,67645.2857142857
BAIRRO VILARINHA,79,0.0298247606,0.0372927418,25933.4
JUNTA MASSARELOS,79,0.0333594395,0.0457410068,163416.273340213
ENG. FERREIRA DIAS,78,0.0269622938,0.0325323969,49140.5547619048
ALFÂNDEGA,78,0.031633882,0.0405696931,13386.8833333333
ALFÂNDEGA,78,0.0316421387,0.0406055571,146231.107692308
CASA DA MÚSICA (METRO),78,0.0349055977,0.0485717676,6308
CASA DA MÚSICA (METRO),78,0.0348981399,0.0485691916,172133.418335053
CHAVES OLIVEIRA,78,0.0286978531,0.0355366,95202
AGRA,78,0.0254530185,0.0304783584,129627.366666667
CARVALHIDO,78,0.0351229079,0.0471573213,236129.359250708
MALMEQUERES,78,0.0260229187,0.0301376267,52773.3476190477
CRUZ VERMELHA,78,0.0349055977,0.0485717676,9462
CRUZ VERMELHA,78,0.0366451973,0.0536189461,45313.9738095239
DUQUE LOULÉ,78,0.0342587765,0.0441860909,7885
GUIL. G. FERNANDES,78,0.0330329071,0.044027596,111274.639285714
NATÁRIA,78,0.0249505264,0.0293470821,24923.0587912088
CARVALHA DE BAIXO,78,0.0241386172,0.0283473227,1577
GUINDAIS,78,0.0317102616,0.0408644685,62173.1
LIDADOR,78,0.0307290346,0.0393963512,83440.4211556417
TV. ENTRE CAMPOS,78,0.0334479392,0.0422644354,18547.85
URB. PRELADA II,78,0.0269573971,0.0322868462,1580
BATALHA-GUINDAIS,78,0.0342479124,0.0441648323,1777
TV. PRESA,78,0.0282396789,0.0336725759,17805.25
PONTE LUÍZ I,78,0.031719835,0.0408696525,37880
PONTE LUÍZ I,78,0.0317074152,0.0408561701,1577
BR. STO. EUGÉNIO,78,0.0276336092,0.0340709079,111376.470512821
PARQUE DA CIDADE,78,0.0281453701,0.0339483838,61748.7285714285
QUATRO CAMINHOS,78,0.027023783,0.0324950763,45111
SRA. DA GUADALUPE,78,0.0269604489,0.0319667918,46402.25
BATALHA,78,0.0297960033,0.0371473627,30578.4833943834
RIO TINTO (ESC. SEC.),78,0.0242166109,0.0285092798,0
PICOUTOS (VIADUTO),78,0.0255279272,0.0308210514,17380
PERLINHAS,78,0.0259971334,0.0305206717,9510
SILVA TAPADA,78,0.0250472815,0.0297261543,17535
PEDRA VERDE,78,0.0286670547,0.036751229,31028.0009803921
PEDRA VERDE,78,0.0291091779,0.0384549582,40365.1833333333
GAGO COUTINHO,78,0.0250652077,0.0307485998,43785.5000000007
DUQUE LOULÉ,78,0.0342631041,0.0441959987,119170.9
GUILHERME GOMES FERNANDES,78,0.0330329071,0.044027596,129558.686904762
PR. DAS FLORES,78,0.029735288,0.0363514406,53111
PADRE IVO TONELLI,78,0.0248592205,0.0293485072,38260.2499999995
RODRIGUES SEMIDE,78,0.0282245066,0.0336557145,172531.45535048
COTOVIAS,78,0.0276370901,0.034071169,1577
TEIBAS,78,0.0269493844,0.0319408678,183172.773809524
GÓLGOTA,78,0.0339041391,0.0447264215,112569.677915377
PARAÍSO (METRO),78,0.0344933112,0.0444784598,1578
MEDANCELHE,78,0.0259877317,0.0305132415,33036.15
AV.CARVALHA,78,0.0241388289,0.028350202,51733.1
BERNARDIM RIBEIRO,78,0.0260312639,0.0305587779,9762
CEDOFEITA,78,0.0344835131,0.0444784751,107022.595238095
ROT. DO BESSA,78,0.035118212,0.0471486292,369751.694692235
ALTO DA MAIA,78,0.0248961345,0.0293922861,67684.2857142857
ALTO DA MAIA,78,0.0248949547,0.0293912309,68296
JARDINS DA ARRÁBIDA,78,0.0339428399,0.0440393759,55875.5
JARDIM BOTÂNICO,78,0.0335319149,0.0433295359,119716.149019608
PINTO BESSA,78,0.0297421592,0.0363514713,0
ANTÓNIO SANTOS,78,0.0269702097,0.0319741207,4734
FELICIANA,78,0.0267913302,0.0319804538,120902.583333332
LAPA,78,0.0344940795,0.044491874,30142.2839336103
PR. DA CORUJEIRA,78,0.0286988983,0.0355386337,3149
RUELA,78,0.024930003,0.0291429924,66015.1697802197
ESC.SOARES DOS REIS,78,0.0321481753,0.0407834909,186278.2743981
CASA DE SAÚDE DA BOAVISTA,77,0.0363837843,0.0506300404,236168.359250708
CAVADAS,77,0.0275216541,0.0331574616,120941.583333332
LIDADOR-SOEIRO MENDES,77,0.0295031637,0.0391045273,48060.2120915033
PÍCUA,77,0.0255140036,0.0302650183,137595.285714286
BARROS LIMA,77,0.0332048122,0.0429408903,186317.2743981
1º DE MAIO,77,0.0260970359,0.0314948411,129666.366666667
TEATRO VILARINHA,77,0.0289487702,0.0353126366,61787.7285714285
PISCINA CAMPANHÃ,77,0.0306344458,0.0379192375,1577
S. ROQUE,77,0.0267100536,0.0314996389,48416.1
CORUJEIRA,77,0.0295330185,0.0374648708,99966
FORMIGUEIRO,77,0.0277001985,0.0331039021,6308
FORMIGUEIRO,77,0.0276952816,0.0331005025,46441.25
FORMIGUEIRO,77,0.025632268,0.0302569872,36134.5000000005
S. TOMÉ,77,0.0287565003,0.0351690688,22066.9
JERÓNIMO AZEVEDO,77,0.0268515837,0.0329060535,126587.11984127
CASA DAS ARTES,77,0.0346869154,0.0463123586,119755.149019608
S. LÁZARO,77,0.030697312,0.0392426041,30617.4833943834
SIDÓNIO PAIS,77,0.0363812646,0.0506254865,369790.694692235
GONÇALO CRISTÓVÃO,77,0.0357029658,0.0471518835,3154
ALEX. HERCULANO,77,0.0354515802,0.046808911,128671.9
PIRES DE LIMA,77,0.0256710972,0.0306694208,17574
CARMO,77,0.0341450732,0.0475529908,242448.326190476
FORÇAS ARMADAS,77,0.0254818264,0.0302274565,38299.2499999995
BOAVISTA-CASA DA MÚSICA,77,0.036145131,0.0533769015,309519.189763624
FONTE DE CONTUMIL,77,0.0290405204,0.0348890618,17844.25
CARVALHA,77,0.0247200176,0.0292128964,54926.1
COVELO,77,0.0257004012,0.0315274476,35682.3578754579
QUARTEL MILITAR,77,0.0284045851,0.0354899937,114569.470512821
LARGO DO PADRÃO,77,0.0354197101,0.0467627071,188127.248024473
BATALHA,77,0.0354399677,0.0467852934,3352
AZENHA NOVA,77,0.0266887944,0.031035498,52812.3476190477
PEDRA VERDE,77,0.0261800938,0.0319195086,18948
BOI MORTO,77,0.0276865239,0.0330802863,183211.773809524
R.SENHOR,77,0.0277474559,0.0336751465,45150
SRA.PENHA,77,0.0255504037,0.0299910668,66054.1697802197
COSTA CABRAL,77,0.0290403808,0.0348751326,0
PRELADA,77,0.0276866967,0.0334300613,3158
EIRINHAS,77,0.0306310859,0.0379197973,53150
RIO TINTO (ESTAÇÃO),77,0.026674109,0.0314593678,11074
MAN.P.AZEVEDO 1,77,0.0276952816,0.0337496695,49179.5547619048
PEREIRÓ,77,0.0276845785,0.0337261669,40206.2888888889
PR. DA REPÚBLICA,77,0.0357037675,0.0471599222,30181.2839336103
PR. DA REPÚBLICA,77,0.0356981064,0.0471529604,107061.595238095
CHÃS,77,0.0351056958,0.0468581469,55914.5
CHÃS,77,0.0350791284,0.046747513,82182.0556243549
MIRAGAIA,77,0.0326611817,0.0430013126,161232.991025641
ESC.SEC.de RIO TINTO,77,0.0248020203,0.0293537089,1591
DR.PORFÍRIO ANDRADE,77,0.0266693742,0.0314558287,33075.15
ELEVADOR GUINDAIS,77,0.032724932,0.0431947594,104822.1
BICA VELHA,77,0.0255744515,0.0302631073,24962.0587912088
FACULDADE ARQUITETURA,77,0.0345932657,0.0445757975,18586.85
STA. JUSTA,77,0.0290298219,0.034877488,172570.45535048
RIBEIRA (INFANTE),76,0.0337574433,0.0463982227,161271.991025641
ROD. GONÇALVES LAGE (OESTE),76,0.0267744895,0.0326422343,129705.366666667
BONFIM BARREIROS,76,0.0298881092,0.0362388019,17883.25
CASTRO MEIRELES,76,0.028465123,0.0343650544,183250.773809524
BONFIM,76,0.0315825334,0.0397332591,56343
BENTO JÚNIOR,76,0.026369949,0.0331488881,35721.3578754579
VENDA NOVA,76,0.0254168199,0.030284336,0
MOALDE,76,0.0268506687,0.0331646791,74678.8333333336
S. ROQUE (CIRCUNV.),76,0.0274234805,0.0325137991,48455.1
BOAVISTA - B. SUCESSO,76,0.0267304398,0.0314717289,29960.4416666667
BOAVISTA - B.SUCESSO,76,0.0267304398,0.0314717289,29960.4416666667
CEMITÉRIO NOVO,76,0.027389642,0.0320091797,52851.3476190477
NAVE,76,0.034333268,0.0455403003,186356.2743981
HOSP.MAGALHÃES LEMOS,76,0.0297965666,0.0369168661,41642.1917295123
INST. ONCOLOGIA,76,0.0288475619,0.0345125569,211144.448495673
DR. AMÉRICO COSTA,76,0.0253298832,0.0302167803,54965.1
SANTA CATARINA,76,0.0367188228,0.0500589826,4925
COLISEU DO PORTO,76,0.0367083595,0.0500484448,188166.248024473
REAL,76,0.0297993836,0.0369245294,61826.7285714285
GODINHO FARIA,76,0.0268668914,0.0331876843,20514
PADRÃO,76,0.0315787364,0.0397276022,22966.4833943834
PLANETÁRIO,76,0.03581981,0.0473655727,138523.116666667
SRA. DA GUADALUPE,76,0.0262933983,0.0311893236,36173.5000000005
BATALHA,76,0.0367254678,0.0500726169,128710.9
SILVA PORTO,76,0.0262303813,0.0313171402,25001.0587912088
ISCAP,76,0.0282929106,0.0344928793,120980.583333332
EZEQUIEL CAMPOS,76,0.0284635807,0.0351315317,40245.2888888889
SILVA TAPADA,76,0.0298900184,0.0362295653,1579
ESTÁDIO DO DRAGÃO,76,0.0299130699,0.0367867531,45474
SÁ DE MIRANDA,76,0.0254168199,0.030284336,3180
RIBEIRA,76,0.0338066841,0.0462466474,104861.1
SRA. DA PENHA,76,0.0285109539,0.0350108017,45189
GAGO COUTINHO,76,0.0284712939,0.0343790902,54365.25
ILHA BRAVA,76,0.0295962441,0.0367881454,22105.9
BR. COSTA CABRAL,76,0.0298824422,0.0362328384,172609.45535048
RIO TINTO (ESTAÇÃO),76,0.0273877381,0.0324763172,45765.15
HOSP. ST. ANTÓNIO,76,0.035141704,0.0478076665,235603.326190476
COMBATENTES,76,0.0263267795,0.0317268695,17613
MAN.P.AZEVEDO 2,76,0.0284692366,0.0351437768,49218.5547619048
TRINDADE,76,0.0370013852,0.0506131473,143588.879171705
RAMALDE DO MEIO,76,0.0284570439,0.0347058156,4734
MOREIRA SÁ,76,0.0377385599,0.0557904565,607574.053942941
ALTO DO VISO,76,0.0292198161,0.0371661466,114608.470512821
NÓ CANDAL,76,0.0363510552,0.0507835473,139711.555624355
SANTEGÃOS,76,0.0261364202,0.0311817477,38338.2499999995
BAIRRO DO VISO,76,0.0262024706,0.0309152792,148907.484065934
CORISCOS,76,0.0261646246,0.0312138754,137634.285714286
CASA DA MÚSICA (METRO),75,0.0356222594,0.0475779479,83874.9331147179
CASA DA MÚSICA (METRO),75,0.0356222594,0.0475779479,83874.9331147179
CASA DA MÚSICA (METRO),75,0.0356222594,0.0475779479,83874.9331147179
S.TO ISIDRO,75,0.0320611929,0.0398130803,4605
BOAVISTA - B.SUCESSO,75,0.0311062864,0.0399397536,103504.347169497
BOAVISTA-B.SUCESSO,75,0.0311062864,0.0399397536,103504.347169497
FÁBRICA DO COBRE,75,0.0281760646,0.0336179455,48494.1
CIRCUNVALAÇÃO,75,0.0293176576,0.0365677914,45228
ZONA INDUSTRIAL,75,0.0281282907,0.0330729718,52890.3476190477
CAROLINA MICHAELIS,75,0.0273870307,0.0315288669,0
BAZAR,75,0.0281458728,0.033587138,45804.15
DOLCE VITA,75,0.0308215829,0.0385470913,45513
LIDADOR /HOSPITAL,75,0.0307014981,0.0390638044,105083.920300941
BOLHÃO,75,0.029015068,0.0339492927,0
DR. BARROS,75,0.0291086402,0.0360663984,121019.583333332
S. MAMEDE,75,0.027591154,0.0347415343,22078
S. MAMEDE,75,0.0275828272,0.0347301827,74717.8333333336
CAMPUS S. JOÃO,75,0.0296938295,0.0359694003,211183.448495673
PAÇO,75,0.0292887807,0.0358676395,183289.773809524
ALTO DE SOUTELO,75,0.0259706018,0.0315719184,55004.1
ROD. GONÇALVES LAGE (ESTE),75,0.0292920469,0.0358749608,54404.25
PERPÉTUO SOCORRO,75,0.0270168341,0.0329608193,46323.7095238095
DIOGO CÃO,75,0.0307914455,0.0377577222,3156
R. DO SENHOR,75,0.0268946569,0.0319459267,148946.484065934
R. DO SENHOR,75,0.0300832252,0.0393601343,114647.470512821
VALE FORMOSO,75,0.0269208432,0.0327092703,25040.0587912088
RUA FIRMEZA,75,0.0283071396,0.0336534544,10575.3888888889
AV.ALIADOS,75,0.0334443902,0.0448006665,124739.831552658
JOÃO PINTO RIBEIRO,75,0.0268255319,0.0322261284,38377.2499999995
PR. D. JOÃO I,75,0.0380943173,0.0547733045,324994.148024473
