name,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
CASA DO CORIM,75,0.0268492964,0.0322525279,137673.285714286
S. SEBASTIÃO,75,0.0260632801,0.0313310853,6356
MAN.P.AZEVEDO 3,75,0.0292876921,0.0368121761,91078.8436507936
PALÁCIO,75,0.0360080424,0.048157317,195181.326190476
MOUZINHO SILVEIRA,75,0.0344315302,0.0457888325,176804.274358974
DR. CARLOS FELGUEIRAS,75,0.0269895364,0.0322010232,36212.5000000005
R. CONTUMIL,75,0.0307866617,0.0377610968,192107.70535048
JULGADO DE PAZ,75,0.029272005,0.0361556314,6308
CLÉRIGOS,75,0.0346914609,0.0453491008,0
TERRAMONTE,75,0.0274880525,0.0339915807,129744.366666667
PRECIOSA,75,0.0287980119,0.0359630127,82659.7808913308
BOAVISTA CORREIOS,75,0.0274530981,0.032943995,119934.216666667
JUNTA MASSARELOS,75,0.0371365286,0.0510345027,246191.05
CAMPO 24 DE AGOSTO,75,0.0355411226,0.048963837,211862.774398101
I.S.E.P.,75,0.0304865074,0.0389403311,22144.9
CAMPO 24 DE AGOSTO,75,0.0325949825,0.0419214548,56382
CAMPO 24 AGOSTO,75,0.0325929603,0.0419185172,23005.4833943834
ALMEIDA VALENTE,74,0.0301678758,0.0357421516,20245.6404761905
ALAMEDA DAS ANTAS,74,0.0317870109,0.0408635312,78548.8944444445
CAVADA NOVA,74,0.0267439119,0.0325586861,7940
CRUZ VERMELHA,74,0.0281403446,0.0325342836,115518.216666667
OLIVEIRA GAIO,74,0.0299728039,0.0381320343,121058.583333332
D. JOÃO IV,74,0.0336744941,0.0448647525,104777.00976801
ALMEIDA VALENTE,74,0.030568702,0.0369681013,1536
JERÓNIMO AZEVEDO,74,0.0301713411,0.0384914553,45267
MOREIRA,74,0.0291247782,0.034889797,10614.3888888889
5 DE OUTUBRO,74,0.0277235386,0.0333059899,36251.5000000005
VISO,74,0.0301355718,0.0378531607,8793
HOSPITAL MILITAR,74,0.037118058,0.0507650005,0
BOAVISTA-CASA DA MÚSICA,74,0.0369138521,0.0518791003,254815.799344154
BOAVISTA-CASA DA MÚSICA,74,0.032085997,0.0425755682,123556.722619047
BOAVISTA-CASA DA MÚSICA,74,0.032085997,0.0425755682,331222.650291375
MIRADOURO,74,0.0265807016,0.0313948702,0
ESCOLA NORMAL,74,0.0331134177,0.0417720979,4644
MARQUÊS,74,0.0277577188,0.0346148907,46362.7095238095
S.TA CATARINA,74,0.0287287178,0.0359285495,96329.4021367524
LARANJEIRAS,74,0.0283560338,0.0370175191,98411.8333333324
D.AMÉLIA,74,0.0331113305,0.0417640998,25102.5714285712
VALE FORMOSO,74,0.0276137578,0.0328476601,22003.0587912088
CARREIROS,74,0.0275519659,0.0333821096,38416.2499999996
AV.ALIADOS,74,0.0345689844,0.0474115991,204797.458392485
AV. ALIADOS,74,0.0321003748,0.0403279071,41687.896969697
PARADA,74,0.0301615249,0.0378283731,239309.023809524
PARADA,74,0.028240691,0.0357847333,129783.366666667
PR. DA GALIZA,74,0.037333586,0.0518612831,389011.709523809
PR. DA LIBERDADE,74,0.035915493,0.0486085632,1581
EST. S.BENTO,74,0.0356520756,0.0496269394,176843.274358974
IGREJA DAS ANTAS,74,0.031749547,0.0395365934,4731
BOLHÃO-MERCADO,74,0.028721388,0.0359116932,8297.2069597068
BOLHÃO-MERCADO,74,0.028721388,0.0359116932,8297.2069597068
BOLHÃO - MERCADO,74,0.028721388,0.0359116932,8297.2069597068
ANTAS (L. CIDADÃO),74,0.0290549758,0.0363143544,145720.063636364
ANTAS (L. CIDADÃO),74,0.0317473107,0.0395390188,192146.70535048
SISTELO,74,0.0289471751,0.0348042143,45843.15
VILA COVA,74,0.0289711208,0.0348279716,48533.1
INFANTE SANTO,74,0.0265879376,0.0314103474,50429.1
JERÓNIMO AZEVEDO,74,0.0301499847,0.0379899102,69644.3166666667
IMTT,74,0.0301609477,0.0390721822,91117.8436507936
BOLHÃO (FIRMEZA),74,0.0298631744,0.0351456439,1578
ALTO DO VISO,74,0.0276244062,0.0331283797,148985.484065934
CORIM,74,0.0275707638,0.0334024616,137712.285714286
ABEL SALAZAR,74,0.0289078836,0.0342475705,52929.3476190477
ISEP/AGRA,74,0.0305912497,0.037857937,213160.708019483
CRESPO,73,0.0299979062,0.0367807807,127146.535714287
BOLHÃO (METRO),73,0.0343767041,0.0462203252,92703.620879121
BR.REGADO,73,0.0311062864,0.0371391535,23037.9
BOAVISTA - B.SUCESSO,73,0.0387728492,0.0573743304,389050.709523809
VITORINO NEMESIO,73,0.0272892348,0.0324540705,1578
D.DINIS,73,0.0284985805,0.0345229606,36290.5000000005
GRACIOSA,73,0.0331085481,0.0452939788,454856.372910426
MOREIRA,73,0.0342370525,0.0440608735,4683
PR.D.JOÃO I,73,0.0364090006,0.0491689525,154761.568803419
GONÇALO CRISTÓVÃO,73,0.0307698315,0.0370605069,52615
UNIV. F. PESSOA,73,0.03152,0.0386821255,1575
VISO (METRO),73,0.0310792956,0.0402707483,42385.1718253968
VISO,73,0.0310701049,0.0401455145,80052.3166666666
VISO (METRO),73,0.0310762314,0.0412876465,97567.1718253968
LARGO DO PADRÃO,73,0.0295618247,0.0380873593,125988.023015874
PAÇO,73,0.0286701837,0.0343495088,126312.366666667
ESCOLA NORMAL,73,0.029991056,0.0362543578,10653.3888888889
MONTE TADEU,73,0.034235565,0.0440552082,25141.5714285713
MARQUÊS,73,0.0283555236,0.0339679215,31502.0428571428
QUARTEL MILITAR,73,0.0283948615,0.0346652759,149024.484065934
PARQUE NASCENTE,73,0.0298123487,0.03616488,48572.1
QUINTA AMARELA,73,0.0289423907,0.0336374839,115557.216666667
LEONARDO COIMBRA,73,0.0296804083,0.0355239164,79282.0238095238
DIONÍSIO SANTOS SILVA,73,0.0315193696,0.0386806147,210126.708019483
CASTANHEIRA,73,0.0297954399,0.0361485817,45882.15
TV.FORNO,73,0.0283188385,0.034684991,38455.2499999996
CAMPO LINDO,73,0.0283800331,0.0340072318,22042.0587912088
BOAVISTA BRASÍLIA,73,0.03852449,0.0553655301,1577
SANTOS DIAS,73,0.0297319222,0.0355667731,52968.3476190477
MÁRTIRES LIBERDADE,73,0.0307629284,0.0364592845,0
TRINDADE,73,0.0331503334,0.0427825126,172682.084415584
R. CONTUMIL,73,0.0297982567,0.0361522537,134993.063636364
R. CENTRO,73,0.0296759373,0.0355088755,44881.75
OUTEIRINHO,73,0.0272947697,0.0324653921,50468.1
CHÃO VERDE,73,0.0274614985,0.0341953814,9522
BRÁS OLEIRO,73,0.0283320749,0.0346989486,137751.285714286
ALMIRANTE REIS,73,0.0280013503,0.0333540489,37638.3333333333
R.TELHEIRA,73,0.0310933986,0.0371197847,20284.6404761905
MONTE AVENTINO,73,0.0327698418,0.0418106422,269960.599794924
JORNAL DE NOTÍCIAS,73,0.0307629284,0.0364592845,3154
S. CRISPIM,72,0.0309055967,0.0377429674,82223.3253968256
S. GEMIL,72,0.0291366241,0.0362139123,137790.285714286
STO. ISIDRO,72,0.030910446,0.0377764787,10692.3888888889
CARVALHIDO,72,0.0289631345,0.0368262841,220931.386280386
CARVALHIDO,72,0.0297914973,0.0348542724,115596.216666667
CASTRO MEIRELES,72,0.0294899143,0.0356236751,126351.366666667
LGO.CAMPO LINDO,72,0.0291900502,0.0352944335,22081.0587912088
GIESTA,72,0.030907415,0.0383920065,127185.535714287
MOREIRA,72,0.0354388253,0.0468431557,25180.5714285713
RANHA,72,0.0307038906,0.0376575902,48611.1
VISO (METRO),72,0.0320644544,0.043494477,214598.66031746
SOUTELO BAIXO,72,0.0280402099,0.0336479307,50507.1
TV. HENRIQUE BRAVO,72,0.0305770052,0.0370775283,79321.0238095238
SR.DO CALVÁRIO,72,0.0280333985,0.0336351103,11011
BR. STO. EUGÉNIO,72,0.0291781608,0.0349761757,145987.484065934
CAPELA SRA.FÁTIMA,72,0.0320866502,0.0386633359,23076.9
JOÃO REGRAS,72,0.0311253308,0.0386673756,118569.084415584
S.GEMIL (CAMINHO FERRO),72,0.029318203,0.0358788102,36329.5000000005
ANTÓNIO  AUG.SILVA,72,0.0280370509,0.033641692,3154
BR. COSTA CABRAL,72,0.030697312,0.0376522294,135032.063636364
IGREJA DE PARANHOS,72,0.0325324086,0.0408975943,213316.708019483
TV.BRÁS OLEIRO,72,0.0291296231,0.036206727,38494.2499999996
PR. DA REPÚBLICA,72,0.0317191966,0.0379160784,31864.5
PR. DA REPÚBLICA,72,0.0317191966,0.0379160784,25560.5
R.CENTRO,72,0.0287985381,0.034560968,37677.3333333333
R. FIRMEZA,72,0.0354396222,0.0468461772,4722
CONSTITUIÇÃO,72,0.0291727598,0.0352672671,31541.0428571428
MIOSÓTIS,72,0.0320775071,0.038649937,20323.6404761904
ESC.SEC.ABEL SALAZAR,72,0.0306043188,0.0370996403,53007.3476190477
ESTRADA NOVA,72,0.0306949205,0.0376491971,45921.15
ALMIRANTE REIS,72,0.0305746324,0.0370695968,44920.75
CAMPO 24 DE AGOSTO,72,0.0304229485,0.0394469757,88875.582936507
CAMPO 24 DE AGOSTO,72,0.0302234155,0.0367430824,43240.5115079366
S. CAETANO,71,0.0288275105,0.0350233409,55277.1
S. CAETANO,71,0.0288236584,0.03501623,12581
BONFIM,71,0.0311554809,0.0383254878,47510.482936508
OLIVEIRA GAIO,71,0.0296424474,0.0358928885,37716.3333333333
CONGOSTAS,71,0.0300390737,0.0363237946,146026.484065934
HOSP. PRELADA,71,0.0306919317,0.0362193535,115635.216666667
TEIXEIRA PASCOAIS,71,0.0318854068,0.039481743,82262.3253968256
UNIV. F. PESSOA,71,0.0300476644,0.0367484335,22120.0587912088
NAVE,71,0.0311554809,0.0383254878,43279.5115079365
COVELO,71,0.0300385011,0.0367343331,31580.0428571428
REBORDÃOS,71,0.0316503996,0.0393482955,96147.25
LARANJEIRAS,71,0.0315294588,0.0390790336,180440.121428571
BOI MORTO,71,0.0303578996,0.037036161,126390.366666667
MOREDA,71,0.0367297474,0.050578752,31517.5714285712
PARAÍSO (METRO),71,0.0321160743,0.0406076848,118608.084415584
TRIANA,71,0.0318737992,0.0402513827,127224.535714287
BR. DO AMIAL,71,0.0331259459,0.0403757703,20362.6404761905
BR.DO AMIAL,71,0.0331308205,0.0403827321,23115.9
BR.CARVALHIDO,71,0.0295440912,0.0350896221,196165.327489177
HUMBERTO DELGADO,71,0.0318737992,0.0402513827,23204.5000000002
GIL VICENTE,71,0.0301863663,0.0374162793,87160.4999999998
LAPA,71,0.0327439696,0.0395616567,59040
ESC. AURÉLIA SOUSA,71,0.0318879874,0.0394998721,10731.3888888889
FORNO,71,0.0299882026,0.0381861826,177899.535714288
STA. JUSTA,71,0.0316523066,0.0393506456,135071.063636364
BARROS LIMA,70,0.0321468638,0.040130494,47549.482936508
BARROS LIMA,70,0.0321468638,0.040130494,43318.5115079365
S.TA LUZIA,70,0.0342452359,0.0423793656,45093.5404761905
VARZIELA,70,0.0326672747,0.0413131855,96186.25
MTE BURGOS (CIRC.),70,0.0309523342,0.0378264211,146065.484065934
DR.BARROS,70,0.0305373094,0.0373780248,37755.3333333333
S. MAMEDE,70,0.0309128712,0.037751622,112214.55
MONSANTO,70,0.0304264726,0.0364190501,196204.327489177
MARQUÊS,70,0.0329293774,0.0414973961,94608.7142857141
AREOSA (FEIRA),70,0.0329025658,0.042478646,127263.535714287
HOSP. S. JOÃO (CIRCUNVALAÇÃO),70,0.0324506857,0.042018472,327885.729173329
HOSP. S. JOÃO (CIRCUNVALAÇÃO),70,0.0319779239,0.0400311669,46893.525
VALE FORMOSO,70,0.0304247104,0.0364169989,36179.8571428571
RODRIGUES SEMIDE,70,0.032668629,0.0413148062,135110.063636364
PEDRO IVO,70,0.0311093565,0.0392203991,87199.4999999998
IGREJA DE PARANHOS,70,0.0309571981,0.0384465638,55315.1016483516
TEIBAS,70,0.0312785298,0.0386194761,126429.366666667
HOSP. S.TA MARIA,70,0.0331719638,0.0429782385,118647.084415584
HOSP. S.TA MARIA,70,0.0338371694,0.0414681188,59079
MEIRAL,70,0.0296602992,0.0368199123,69474.1
CINTURA INTERNA,70,0.0316484929,0.0378036702,115674.216666667
AREOSA (FEIRA),70,0.0329025658,0.042478646,23243.5000000002
ALMEIDA VALENTE,69,0.0318815366,0.0394326519,35191.3064102564
ROT. DA AREOSA,69,0.0337523826,0.0436701696,135149.063636364
MOALDE,69,0.0318892778,0.0394631136,112253.55
COUTINHO AZEVEDO,69,0.0331936224,0.0421971833,152042.53030303
PARQUE DA PRELADA,69,0.0326665976,0.0398444147,115713.216666667
IPO (CIRCUNVAL.),69,0.0330093834,0.0424744054,163712.805677656
VIA NORTE (CIRC.),69,0.0319228666,0.0395254146,146104.484065934
C. SAÚDE PARANHOS,69,0.0313619358,0.0378974484,36218.8571428572
MARQUÊS,69,0.0340440239,0.0439398866,94647.714285714
MARQUÊS,69,0.0342996431,0.0462982331,118686.084415584
ISCAP,69,0.0314878824,0.0390573425,37794.3333333333
TV.FELICIANO CASTILHO,69,0.0322290389,0.0404024614,62536
HOSP. S. JOÃO (METRO),69,0.0310609196,0.039889512,56553.5
HOSP. S. JOÃO (CIRCUNVALAÇÃO),69,0.031056023,0.0398804475,110161.136250008
HOSP. S. JOÃO (CIRCUNVALAÇÃO),69,0.031056023,0.0398804475,110161.136250008
ROT. DA AREOSA,69,0.0337516597,0.0436693303,96225.25
R.PARTICULAR MONSANTO,69,0.0313631841,0.03789886,196243.327489177
TV.NOVA DA GIESTA,69,0.0320905703,0.0415441175,87238.4999999998
CONSTITUIÇÃO,69,0.0350058861,0.0438805776,59118
AREOSA (MERCADO),69,0.0339999569,0.0454102143,152122.035714286
CUTAMAS,69,0.032256744,0.040421363,126468.366666667
ALBERTO SAMPAIO,69,0.0354428102,0.0449129408,45132.5404761905
TELHEIRA,69,0.0319539344,0.039977739,209658.284632034
ISEP/AGRA,69,0.0319338629,0.0406506492,55354.1016483516
ESC.SOARES DOS REIS,69,0.033203413,0.0422457429,92482.9944444447
CAVADAS,68,0.032499536,0.0409951934,37833.3333333333
S. CRISPIM,68,0.0343265377,0.0448273715,152081.53030303
S. TOMÉ,68,0.0334351663,0.0410569114,140147.905677655
NOSSA SRA. DA NATIVIDADE,68,0.033283352,0.0425087258,62575
ARCA D ÁGUA,68,0.0323587385,0.0395732984,36257.8571428571
ARCA D ÁGUA,68,0.0323594029,0.0395740277,196282.327489177
R. DA ALEGRIA,68,0.035236775,0.0472992889,184785.1017316
S. CRISPIM,68,0.0343317721,0.0448534987,92521.9944444447
BERLENGAS,68,0.0329865835,0.042351404,209697.284632034
OLIVEIRA GAIO,68,0.0329293774,0.0414374054,112292.55
AREOSA,68,0.0303748675,0.0389956109,124387
AREOSA,68,0.0349105086,0.0467562048,434276.716017316
LAROZE ROCHA,68,0.0320286144,0.038263607,47811.8833333333
CAPUCHINHOS,68,0.0329562326,0.0414861395,146143.484065934
PEDROUÇOS DE BAIXO,68,0.0332981196,0.0425184378,126507.366666667
ASPRELA,68,0.0320390323,0.0427262533,391018.251887274
BR. STA.LUZIA,68,0.0320266618,0.038260146,9554.5666666667
I.S.E.P.,68,0.0329231862,0.0414132054,87912.0564102565
STA. LUZIA,67,0.0330717254,0.0400234153,58981.45
J. FREGUESIA PEDROUÇOS,67,0.0344089778,0.0450541733,190697.366666667
AMIAL,67,0.0340587384,0.0438264455,356919.197269397
AMIAL,67,0.0345826385,0.0437337042,140186.905677655
DR. BARROS,67,0.0340396121,0.0437924941,112331.55
ILHA BRAVA,67,0.0340352014,0.0437753443,87951.0564102564
CINTURA INTERNA,67,0.0334209857,0.0415310027,234155.184632034
ENXURREIRAS,67,0.0313095995,0.0418647513,362533.205350479
ENXURREIRAS,67,0.0353276098,0.0470612247,292384.952380953
FELICIANA,67,0.033578353,0.0433056138,37872.3333333333
MONTE AVENTINO,67,0.0355395197,0.048535546,246218.524747474
S. TOMÉ,66,0.0352375629,0.0468145287,356958.197269397
S. TOMÉ,66,0.0352249614,0.0467875995,87990.0564102565
CARLOS AMARANTE,66,0.0345553412,0.0440339182,234194.184632034
TV. ARROTEIA,66,0.0347312515,0.0462367484,37911.3333333333
AZENHA,66,0.0341413748,0.0413285071,28083.0065934066
G. MENDES DA MAIA,66,0.0356134047,0.0484225358,190736.366666667
ASPRELA,66,0.0352273235,0.0467967512,112370.55
BR. DO AMIAL,66,0.0341872926,0.0422639601,59020.45
ASPRELA,66,0.036598393,0.0513171442,292423.952380953
IPO (CIRCUNVAL.),65,0.0365009148,0.0514640731,583039.803679654
BERLENGAS,65,0.0353386999,0.0434698492,28122.0065934066
HOSP. S. JOÃO (CIRCUNVALAÇÃO),65,0.0359661334,0.0506243196,122309.25
MIOSÓTIS,65,0.035345833,0.0434898166,42465.9935897436
HOSP. S. JOÃO (URGÊNCIA),64,0.0369866229,0.0501934154,277587.697846305
TELHEIRA,64,0.0366230567,0.0461869449,72203.0001831501
TELHEIRO,64,0.0348060083,0.0436063611,0
AMIAL,63,0.0360383007,0.0464511222,1577
QUINTA CHÃOS,43,0.0428293316,0.0802171489,0
FORMIGA CEMITÉRIO,42,0.0440677966,0.0817720517,65
CHÃOS,41,0.0453900709,0.0834430346,128
MONTES DA COSTA,40,0.0468053492,0.0852509083,189
9 DE AGOSTO,39,0.0483242401,0.0872231784,248
COVINA,38,0.04995905,0.0893974444,305
FUNDIÇÃO,37,0.0517241379,0.0918273457,360
4 CAMINHOS,36,0.0536363636,0.0945937677,413
MONTE PEDRO,35,0.055715658,0.0978280654,0
TAPADA AZEVEDO,35,0.055715658,0.0978280654,464
FLOR DA SERRA,34,0.0579857579,0.1017666538,513
ESTR. D. MIGUEL,34,0.0579857579,0.1017666538,57
ALTO DA SERRA,33,0.060475162,0.1069042821,560
ALTO DA SERRA,33,0.060475162,0.1069042821,112
RIBEIRO CAMBADO,32,0.0632183908,0.1145620507,770
FONTE DA SENHORA,31,0.0662576687,0.1304968369,810
GASPAR CORTE REAL,31,0.0640394089,0.1066697922,16
CONDE FERREIRA,30,0.0671052632,0.1107017532,816
VALE CHÃS,30,0.0671052632,0.1107017532,51
PRESA,30,0.0618556701,0.1195853163,250
FONTE MOURISCA,29,0.0641025641,0.1225366717,260
25 DE ABRIL,29,0.0705218618,0.1154306541,950
PAV. GIMNODESPORT.,28,0.0743550835,0.1211278415,980
EMÍDIO NAVARRO,28,0.0665362035,0.1256867168,268
PEREIRAS,27,0.0691823899,0.1290625047,274
CALVÁRIO,27,0.0786885246,0.1282554146,1008
ROT. DA EXPONOR,27,0.0705596107,0.1383717339,44602
CÂMARA DE VALONGO,26,0.0836298932,0.137703953,1034
AMOROSA,26,0.0732984293,0.1422709422,43092
JULIÃO SARMENTO,26,0.0720720721,0.1326974099,278
CABO MUNDO,25,0.0762711864,0.1464464228,0
VALONGO (CENTRO),25,0.0893203883,0.1515949531,1058
PONTE SECA,25,0.0799086758,0.1391473476,0
VALONGO-CONTINENTE,25,0.0752427184,0.136633334,280
BATARIA,25,0.0762711864,0.1464464228,41580
PADRÃO,24,0.0959488273,0.1779360016,1080
PADRE AMÉRICO,24,0.0843672457,0.1466836096,34
JULIÃO SARMENTO,24,0.0787401575,0.1409239639,280
ALMEIRIGA,24,0.0795107034,0.1509349933,40066
ALDEIA NOVA,24,0.0795107034,0.1509349933,26
GUARDA,23,0.0830564784,0.1557819169,50
PEREIRAS,23,0.0826210826,0.1456397328,278
MONTE ESPINHO,23,0.0830564784,0.1557819169,38550
CHÃ,23,0.0894308943,0.1567743106,66
PRESA,23,0.0894308943,0.1567743106,825
ABADE MONDEGO,22,0.0869565217,0.1610439864,37032
CRUZEIRO,22,0.0869565217,0.1610439864,72
ÁGUAS FERREAS,22,0.0952380952,0.1721203677,96
EMÍDIO NAVARRO,22,0.0869565217,0.1508756584,274
AGUIAR NOGUEIRA,22,0.0952380952,0.1721203677,832
S.TA CRUZ,21,0.0909090909,0.1515660648,0
VALONGO (ESTAÇÃO),21,0.1019736842,0.2037409242,961
JOAQUIM ALVES DA SILVA,21,0.0912698413,0.166794252,35512
R.MARINHA,21,0.0909090909,0.1735885098,0
FONTE MOURISCA,21,0.0918367347,0.156764271,268
PERAFITA,21,0.0912698413,0.166794252,92
CAPITÃO MOURA,20,0.0952380952,0.1798869829,38
JOAQUIM ALVES SILVA,20,0.096069869,0.1731295804,110
NÓ FREIXIEIRO,20,0.096069869,0.1731295804,33990
PRAIA MADALENA SUL,20,0.0952380952,0.1798869829,20
PRESA,20,0.0973782772,0.1634980898,832
PRESA,20,0.0973782772,0.1634980898,260
S.TA EULÁLIA,20,0.0976744186,0.1773214171,42
S.RA DA PAZ,20,0.0874635569,0.1456193445,0
31 DE JANEIRO,19,0.1014492754,0.1801833699,32466
CABEDA,19,0.0926517572,0.1512018597,29
PADRÃO,19,0.1037344398,0.1713713467,1100
MOINHO VENTO,19,0.1,0.1867231398,38
VILAR,19,0.1,0.1867231398,55
APDL,19,0.1,0.1867231398,0
BARÃO,19,0.1014492754,0.1801833699,126
OLIVEIRAS,18,0.1075268817,0.1881482611,30940
CERRO,18,0.1052631579,0.194172671,54
VALONGO (CENTRO),18,0.1111111111,0.1808642916,1080
ESTIVADA,18,0.1060606061,0.182439009,42
VIELA S.VICENTE,18,0.0985915493,0.1575496078,56
JOAQUIM ANDRADE,18,0.1075268817,0.1881482611,140
FUZELHAS,18,0.1052631579,0.194172671,18
TARALHÃO,18,0.1052631579,0.194172671,70
OLIVEIRA LESSA,17,0.1111111111,0.202326619,34
MONFORTE,17,0.10546875,0.1648972578,0
FREIXIEIRO,17,0.1144578313,0.197319807,152
PARQUE CAMPISMO,17,0.1111111111,0.202326619,68
FARRAPAS,17,0.1144578313,0.197319807,29412
VINHAL,17,0.1111111111,0.202326619,83
CALVÁRIO,17,0.1197916667,0.1928342367,1058
OLIVEIRAS,17,0.10546875,0.1648972578,81
BARREIROS,17,0.1129943503,0.1909260388,60
DOIS AMIGOS,16,0.1176470588,0.2112955621,48
AV. SALGADO ZENHA,16,0.11875,0.1978788025,29222
ALDEIA NOVA,16,0.1135371179,0.1736015587,104
R.ORIENTAL,16,0.1224489796,0.2081886478,28044
R.CHAQUEDAS,16,0.1176470588,0.2112955621,80
ALTO DA SERRA,16,0.1210191083,0.2008027791,76
IGREJA CAPUCHINHOS,16,0.1176470588,0.2112955621,94
PAV. GIMNODESPORT.,16,0.1301775148,0.2090266425,1034
PASSARIAS,16,0.1135371179,0.1736015587,26
ALTO CHAQUEDAS,15,0.125,0.2212152662,90
R. FUNDA,15,0.1231527094,0.1842385392,50
BELA VISTA,15,0.1304347826,0.2126529335,90
FARRAPAS,15,0.1317829457,0.221660529,26503
25 DE ABRIL,15,0.125,0.2212152662,103
BARREIRA,15,0.1231527094,0.1842385392,125
ROT. 1º DE MAIO,15,0.1428571429,0.2338612446,1008
NOGUEIRA PINTO,15,0.125,0.2212152662,60
RUA CÂNDIDO DOS REIS,15,0.1276595745,0.2084862668,27702
ALDEIA NOVA,14,0.1333333333,0.2322544519,0
PITADA,14,0.1225806452,0.1979955717,0
IGREJA DE ALFENA,14,0.1348314607,0.1978179228,144
IGREJA LEÇA,14,0.1333333333,0.2322544519,70
D.AFONSO HENRIQUES,14,0.1348314607,0.1978179228,72
COMBATENTES G.GUERRA,14,0.1333333333,0.2322544519,110
TV.TRÁS,14,0.1428571429,0.2396809787,24960
CUSTÓIAS (METRO),14,0.1382113821,0.2212403609,26180
LGO DA CODICEIRA,14,0.1282051282,0.1994053169,48
CONS.COSTA AROSO,14,0.131147541,0.2179795899,0
25 DE ABRIL,14,0.1587301587,0.2850781163,980
CURVA DO 30,14,0.1416666667,0.227542882,102
R. ZAMBUEIRAS,14,0.1333333333,0.2322544519,98
VALE CHÃS,14,0.1416666667,0.227542882,100
BARREIRO,13,0.1338028169,0.2061409351,19
C. SAÚDE S. REIS,13,0.1504424779,0.2390274758,26146
BELO HORIZONTE,13,0.1553398058,0.247716693,112
FONTE,13,0.1493506494,0.2163377685,92
GODIM,13,0.141509434,0.2298660599,15
GONDOMAR (CÂMARA),13,0.1428571429,0.2446256735,115
R.RODELO,13,0.1428571429,0.2446256735,104
GASPAR CORTE REAL,13,0.1553398058,0.247716693,66
TV. DA COSTA,13,0.1493506494,0.2163377685,161
BALDÕES,13,0.15625,0.2675644726,23415
CONDE FERREIRA,13,0.1553398058,0.247716693,800
ALBERTO O CANTADOR,13,0.1428571429,0.2446256735,0
MADALENA (IGREJA),13,0.1428571429,0.2446256735,13
CÂNDIDO REIS (METRO),13,0.1509433962,0.2373000264,24656
VASCO DA GAMA,13,0.1397058824,0.2118825619,51
REGO D ÁGUA,13,0.1323529412,0.20833395,18
PERO COVILHÃ,13,0.1428571429,0.2446256735,78
MONTE AVÓ,13,0.1428571429,0.2446256735,1563
NOVA LISBOA,12,0.1440677966,0.2205203293,34
PONTE CARRO,12,0.1538461538,0.2586008899,12
GUARDA,12,0.1538461538,0.2437667491,28
CODICEIRA,12,0.1538461538,0.2277136444,52
ALFENA,12,0.1679389313,0.2446444969,110
ALFENA,12,0.1679389313,0.2446444969,176
COVILHÃ,12,0.1724137931,0.2791029341,120
MADALENA (ESCOLAS),12,0.1538461538,0.2586008899,108
FONTE DA SENHORA,12,0.1724137931,0.2791029341,30
FONTE DA SENHORA,12,0.1724137931,0.2791029341,765
L. ESTEVÃO TORRES,12,0.1666666667,0.2686034452,24624
RIO TINTO (ESTAÇÃO),12,0.1477272727,0.2464008214,7730
ZONA INDUSTRIAL,12,0.1463414634,0.219380311,36
GATANHAL,12,0.1728395062,0.3288007627,21868
R. GATÕES,12,0.1666666667,0.2591029341,23130
SOL POENTE,12,0.1538461538,0.2586008899,84
B. V. GONDOMAR,12,0.1538461538,0.2586008899,118
CRASTO,12,0.1538461538,0.2586008899,12
GUARDEIRAS,12,0.1538461538,0.2437667491,0
FORMIGUEIRO,12,0.1538461538,0.2586008899,24
S.PEDRO C. /PASSAL,12,0.1538461538,0.2586008899,0
0,11,0.1688311688,0.2605033855,13
S.TO OVÍDIO,11,0.1875,0.3318807119,23100
RIBEIRO CAMBADO,11,0.1944444444,0.3466579056,770
CAL,11,0.1866666667,0.293086477,0
MONTE CRASTO,11,0.1666666667,0.2745343041,119
ALEX. HERCULANO,11,0.1926605505,0.3010032296,315
STA.CRUZ BISPO,11,0.1666666667,0.2745343041,17215
RUA DA ESTRADA,11,0.1619047619,0.2362066039,51
PRACETA OLIVEIRAS,11,0.1584158416,0.2353445166,48
PERLINHAS,11,0.16,0.2609157047,6204
SOUSA NOGUEIRA,11,0.1666666667,0.2745343041,22
STO. ANTÓNIO,11,0.1666666667,0.2745343041,33
HUMBERTO CRUZ,11,0.1666666667,0.2745343041,88
CUSTÓIAS (FEIRA),11,0.1866666667,0.293086477,21602
MADALENA,11,0.1666666667,0.2745343041,110
CHÂNCIDRO,11,0.1688311688,0.2605033855,39
VASCO DA GAMA,11,0.1717171717,0.2492784993,51
RIO FERREIRA,11,0.1944444444,0.3466579056,126
RECAREI (SUL),11,0.1714285714,0.2724897787,0
PASSAL,11,0.1666666667,0.2745343041,11
S. PEDRO DA COVA,10,0.1818181818,0.2928968254,120
LEÇA PALMEIRA,10,0.1818181818,0.2928968254,90
CRESTINS (METRO),10,0.1818181818,0.2591765873,64
ALTO DA SERRA,10,0.1818181818,0.2928968254,560
CASA DO POVO,10,0.1818181818,0.2928968254,15660
JOSÉ POÇAS,10,0.1818181818,0.2928968254,40
LGO DA CODICEIRA,10,0.1951219512,0.2826140873,320
PRIMAVERA,10,0.1875,0.2815806878,48
GONDOMAR (SOUTO),10,0.1818181818,0.2928968254,118
STO.  ANTÓNIO,10,0.1818181818,0.2928968254,30
LOURINHA,10,0.1746031746,0.2776334776,4676
